Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers	UpperBound2
Russian	0.00591106568864	1.46832871302	32.4552114626	37.137560183	5.08862755568	5.18417787827	5.14552257857	5.12661410325	5.11583568711	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00591106568864	3	dsf	35	512	2	21.8390455492
LDC95T8	0.351071029763	0.657845066236	1.23605736134	15.0246555749	4.06438788926	6.18818113317	5.35093952028	4.92368008363	4.68195798774	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.351071029763	4	ddsf	35	512	2	6.40829716479
PTB	0.0367931468568	2.75046408034	16.7180700168	43.664470938	4.5380062555	4.8645299062	4.73178669756	4.66960138114	4.63365480576	0.2	300	256	1	0.001	REAL	0.2	64	30	0.0367931468568	1	ddsf	153	512	2	25.4411642448
PTB	0.0418083211988	2.31869626162	16.3739408413	30.2548703778	4.59752165333	4.89798084114	4.77616640251	4.71837912217	4.68497044691	0.0	200	256	1	0.004	REAL	0.0	32	30	0.0418083211988	3	ddsf	85	512	2	11.518065803
PTB	0.00687882283313	2.72658361203	43.7699160276	39.1789372326	4.54130426424	4.69868972964	4.633569651	4.6033033855	4.58630438257	0.0	300	256	1	0.001	REAL	0.1	32	30	0.00687882283313	1	ddsf	100	512	2	20.8971126167
LDC95T8	0.00522517409968	4.19065169797	43.4740078555	75.9123413784	3.97514738866	4.10592597635	4.05741643292	4.03149295018	4.01630596202	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00522517409968	4	dsf	177	512	2	123.445073358
LDC2012T05	0.0105826977874	1.99842784076	40.1879498927	35.417026045	5.50962702979	5.9813290123	5.78829731417	5.69871598565	5.64676945937	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0105826977874	5	ddsf	36	512	2	13.0378711205
LDC2012T05	0.0872539320937	1.66323624371	6.74958086471	42.7931813576	5.85342279246	6.24688182985	6.08491544797	6.01119995817	5.96896900928	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0872539320937	4	ddsf	139	512	2	19.2507122835
Russian	0.00997157831872	1.16126679587	28.2269803276	21.7686778879	5.08673419988	5.36111305022	5.24247636908	5.18911927604	5.15962202924	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00997157831872	3	dsf	25	512	2	6.27285137539
Arabic	0.0372837082995	2.07524727542	20.8769499816	38.5921130607	5.1914677566	5.49698934885	5.37311279	5.31458479386	5.28064714086	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0372837082995	4	dsf	47	512	2	17.6723130997
LDC2012T05	0.0457497143036	1.84973260645	9.90093117529	54.7533498681	5.87358906347	6.11953731497	6.01898884375	5.97302002582	5.94681674893	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0457497143036	4	ddsf	121	512	2	37.1037151981
LDC95T8	0.412425313777	0.655758286128	2.22055092628	15.0891007277	4.10327669705	6.01569520223	5.25500670415	4.86858846565	4.65180983703	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.412425313777	4	ddsf	32	512	2	6.41100144234
PTB	0.0236109713467	2.83075841244	22.8837929305	39.4129637237	4.56057123095	4.7579141035	4.68159325394	4.64426266039	4.62187928338	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0236109713467	2	ddsf	120	512	2	25.6541972749
PTB	0.0433059419534	2.28080513879	17.0769895607	30.2959659158	4.60420569217	4.90248052186	4.78324909205	4.72624376895	4.6930455824	0.0	100	256	1	0.001	REAL	0.0	16	30	0.0433059419534	1	dsf	73	512	2	11.5290218407
Japanese	0.0726632209808	0.485422733809	13.1911095012	11.6536618116	5.25222576162	5.4395230593	5.35052009923	5.3167950216	5.29904040436	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.0726632209808	1	dsf	22	512	2	6.35098521627
LDC95T8	0.294727397833	1.6025367292	3.53842069673	15.2908928465	4.17848748273	5.37169454253	4.88445420579	4.64562739468	4.51257199438	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.294727397833	4	dsf	152	512	2	6.41182673614
Russian	0.00401743482053	1.61974531979	28.6681188338	93.9467584383	5.12609282119	5.17398997013	5.15436640822	5.14520693352	5.13995798063	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00401743482053	1	dsf	205	512	2	155.402529956
PTB	0.0682770112538	2.66122025426	12.1291349683	39.8669142325	4.63039732991	4.96481702134	4.84197463979	4.78044286777	4.74223689596	0.2	100	512	1	5e-05	REVERSE	0.0	128	30	0.0682770112538	2	dsf	199	512	2	21.2177493284
Russian	0.0599376852321	1.31726224135	6.94656793195	32.296199935	5.15043977636	5.40846585971	5.29576035843	5.24695176475	5.2195742158	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0599376852321	2	ddsf	110	512	2	16.7990333199
Arabic	0.0166427130456	2.32832907267	31.6496087217	54.2604568499	5.1890091662	5.40218012423	5.32075231497	5.27921156085	5.25498172782	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0166427130456	5	ddsf	40	512	2	38.6676249012
PTB	0.350873386823	1.04061696469	4.30817339971	21.0698573434	4.69247476711	5.70809322879	5.31313331598	5.12405705244	5.01051741646	0.2	50	512	1	0.004	REAL	0.0	16	30	0.350873386823	1	ddsf	65	512	2	6.4252695677
PTB	0.071521007743	2.15455303775	11.0211585676	25.6085205285	4.60315262354	4.99570071136	4.84035921027	4.76520783107	4.72101172056	0.1	200	256	1	0.001	REAL	0.0	64	30	0.071521007743	5	ddsf	110	512	2	11.5048223325
LDC95T8	0.465564897076	0.296934803649	0.390544605758	10.9667144779	4.12369274952	6.34174464056	5.44487955306	4.99915191598	4.74995845758	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.465564897076	4	ddsf	29	512	2	6.41397085936
Arabic	0.0499179491905	2.11602313251	14.4207854366	55.5162201622	5.33657095664	5.62914517617	5.5178268891	5.46226217723	5.4291606165	0.1	150	512	1	5e-05	REAL_REAL	0.05	64	30	0.0499179491905	1	ddsf	138	512	2	39.4827775276
LDC95T8	0.00413775608041	4.36146386683	54.4451866351	74.2744975879	3.8753430737	3.99060185439	3.95114291226	3.9276292052	3.91386559019	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00413775608041	5	dsf	135	512	2	120.621756078
PTB	0.0358284544983	2.48541246179	19.5959392894	34.8825949424	4.58946182191	4.85407352057	4.74813228475	4.69776042361	4.66824126214	0.0	100	256	1	0.002	REAL	0.0	16	30	0.0358284544983	4	dsf	76	512	2	16.3427883357
PTB	0.00702706096665	2.96499521587	37.055747399	53.4192320504	4.58506534005	4.69585612414	4.65516743299	4.63377866477	4.6210410097	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00702706096665	2	dsf	94	512	2	44.2381410167
PTB	0.0261847963139	2.56579969518	20.790164374	34.8370665028	4.58699822106	4.84160747576	4.74187315192	4.69273624893	4.66382750955	0.2	100	256	1	0.0001	REAL	0.1	32	30	0.0261847963139	0	dsf	126	512	2	20.9837299104
PTB	0.0300438713658	2.51090207265	19.9875405118	34.8147463637	4.59289276791	4.8957327095	4.77253622746	4.71436863771	4.68093656472	0.1	100	256	1	0.0002	REAL	0.2	32	30	0.0300438713658	0	dsf	65	512	2	20.9504785088
Russian	0.00350570753025	1.56802381968	24.0242238593	95.1950213031	5.19783983755	5.25279189588	5.23025468472	5.21979997338	5.21367084224	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00350570753025	2	dsf	135	512	2	157.503218946
Russian	0.401241688306	0.199243875533	0.672069340978	11.5668557915	5.20025890338	6.15188708018	5.71919798899	5.53854516279	5.4404614311	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.401241688306	3	ddsf	126	512	2	6.27219883588
Russian	0.16969580744	0.245588723539	3.17289179313	11.5243638876	5.13564586809	5.99497752996	5.61350173996	5.44918926251	5.35913021939	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.16969580744	2	dsf	30	512	2	6.27067860445
LDC2012T05	0.0130775547549	1.94299215975	36.9068322612	35.4006392586	5.51183813637	5.96419207415	5.77679572626	5.68982883845	5.64073354107	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0130775547549	5	dsf	34	512	2	13.0324280074
LDC2012T05	0.0571956231292	2.18530901782	11.0431879102	53.4824592002	5.69524179977	6.02323128768	5.89018196021	5.8287964479	5.79332935894	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0571956231292	5	ddsf	111	512	2	42.0750639419
LDC95T8	0.0221921999757	2.93270522637	33.7708344588	23.0217836631	3.92939843836	4.73016260001	4.41694238003	4.25253559123	4.15950767167	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0221921999757	4	dsf	32	512	2	10.9583548395
Russian	0.00459091013503	1.63692895421	26.9113638208	94.1162732121	5.13394483149	5.18925410798	5.16728161269	5.1567239285	5.15057495498	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00459091013503	2	dsf	101	512	2	155.655273899
PTB	0.0396247619088	2.31377497052	16.7140716673	30.2545115569	4.5973429501	4.90932320569	4.78573803725	4.72521665512	4.69023419822	0.0	200	256	1	0.001	REAL	0.0	16	30	0.0396247619088	1	dsf	50	512	2	11.52131599
LDC2012T05	0.0631942065162	1.29188020321	13.3279411349	24.3343501233	5.55898195214	6.35280999941	6.03052774037	5.87857419686	5.79141493354	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0631942065162	4	dsf	34	512	2	7.0904360587
Russian	0.0400037009463	0.866242236273	11.8465367009	16.6819873502	5.1116330565	5.53586429261	5.34902328178	5.26706204905	5.22188626566	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0400037009463	4	ddsf	23	512	2	6.27617443202
LDC2012T05	0.00652947630523	2.41675868643	28.4848835336	105.823014648	5.7382540722	5.83314187388	5.79488884474	5.77748162621	5.7670291714	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00652947630523	4	dsf	161	512	2	174.564380852
LDC2012T05	0.0118386359568	2.63421573323	28.1771206847	103.55076605	5.59671344524	5.73976873292	5.68249285128	5.65528287953	5.63944072287	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0118386359568	6	ddsf	137	512	2	170.53561909
PTB	0.060578064877	2.38529924463	13.0357513696	30.0286614089	4.54710756262	4.90883423577	4.76769710619	4.69812127889	4.65710361219	0.2	300	256	1	0.001	REAL	0.0	64	30	0.060578064877	5	ddsf	122	512	2	11.4809746501
LDC95T8	0.223184164547	2.25129540747	5.58208630766	19.1848430234	4.01870378721	5.03986371554	4.64354382679	4.4366948766	4.31931380413	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.223184164547	4	dsf	135	512	2	6.41080509331
Russian	0.107999432919	0.555142173969	5.79866249244	16.6663579931	5.12484168339	5.78472950064	5.49321881281	5.36609890004	5.29645606039	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.107999432919	2	ddsf	26	512	2	6.27274099665
Arabic	0.025251772318	1.17399735013	43.7450593076	23.1825427624	5.32770197039	5.89076687168	5.64893339292	5.54013758108	5.47998037103	0.1	150	512	1	0.001	REAL_REAL	0.05	64	30	0.025251772318	1	ddsf	14	512	2	6.7771592526
PTB	0.183144757216	1.88114928358	6.2994115536	25.2651682988	4.53413978251	5.2813917839	4.98666861487	4.84370823581	4.75946328045	0.2	300	256	1	0.0001	REAL	0.1	16	30	0.183144757216	4	ddsf	94	512	2	6.43020869109
Arabic	0.00402561913689	2.51504160631	54.3446457792	103.138462044	5.28798929897	5.3926731148	5.35793803125	5.33829751548	5.32589523822	0.1	150	512	1	5e-05	REAL_REAL	0.05	64	30	0.00402561913689	3	dsf	152	512	2	161.154720575
Arabic	0.0415761652652	0.967238517172	30.2925634067	23.1753686727	5.34000027833	5.91479437529	5.66569587634	5.55711878309	5.49617289464	0.1	150	512	1	0.001	REAL_REAL	0.05	64	30	0.0415761652652	1	ddsf	15	512	2	6.77462316671
LDC95T8	0.0028027689995	4.4167487182	90.9310460906	72.4221911384	3.76584712823	3.93052756629	3.87152510605	3.83924516559	3.81960352709	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0028027689995	4	ddsf	61	512	2	117.392162565
Russian	0.215885512887	0.599935259358	1.600525693	16.8716501322	5.23831672405	5.86777555345	5.5832215134	5.46406791853	5.39940356125	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.215885512887	3	dsf	162	512	2	6.27806249062
PTB	0.036543578779	2.61949139193	19.4346990988	35.1282270733	4.61595601111	4.88024725476	4.78334339112	4.73322103441	4.70294663062	0.0	100	512	1	0.002	REAL	0.0	64	30	0.036543578779	4	dsf	80	512	2	21.1633079435
LDC95T8	0.00259140294183	4.32011769795	90.0151733459	72.6647048269	3.78480199456	3.94646072533	3.88949751444	3.85751907019	3.83838081233	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00259140294183	4	dsf	54	512	2	117.864177535
Arabic	0.00264652033057	1.84290789453	109.683155354	33.7778197054	5.27262402348	5.46123504794	5.38912647994	5.35267202832	5.33061927016	0.1	150	512	1	0.0005	REAL_REAL	0.05	64	30	0.00264652033057	3	ddsf	23	512	2	12.4027307131
Japanese	0.0131977911327	-0.887510677095	103.500739514	6.29766210271	5.38188418165	5.91010781548	5.65451631703	5.55151419228	5.50059768107	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.0131977911327	2	ddsf	12	512	2	0
Russian	0.462793833866	0.0112942392002	1.12020170051	11.550041074	5.18526340589	6.29138281925	5.78419268818	5.57351097034	5.4599887516	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.462793833866	5	ddsf	31	512	2	6.27383294801
Russian	0.0424868031971	1.28442977485	7.80664128113	32.4561358032	5.18385854222	5.38568753275	5.29811750227	5.25963143531	5.23822033354	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0424868031971	3	dsf	165	512	2	16.8603213371
PTB	0.00214258346287	2.99805193855	66.4843819892	53.1845319226	4.55986856192	4.64720975565	4.61406009406	4.59709040179	4.58694729285	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.00214258346287	2	ddsf	107	512	2	39.4852914144
Arabic	0.00554544145359	2.13360787047	61.8361743878	38.4762374	5.16988532866	5.45838247888	5.34233548349	5.28600641279	5.25367885667	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00554544145359	4	dsf	30	512	2	22.8880469013
LDC95T8	0.00863080483002	3.30330660785	53.9438113105	30.8452799501	3.899853215	4.52581819862	4.27819150085	4.15075470453	4.07849980279	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00863080483002	5	dsf	30	512	2	15.0629624934
Japanese	0.201067527671	-0.476776512673	5.40656777977	6.31955478858	5.39229094678	6.20163533758	5.76972570349	5.61223688728	5.54120879834	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.201067527671	4	ddsf	12	512	2	0
Russian	0.355478681251	0.146293133385	1.48162148593	11.5617375267	5.19191587756	6.16257565961	5.72402694863	5.53787405606	5.43732024271	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.355478681251	2	dsf	27	512	2	6.27360984024
LDC95T8	0.0152219446201	3.99946633986	37.2147958228	49.9212577393	3.82491234515	4.11110677442	4.0063090344	3.94728959629	3.91351922373	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0152219446201	4	ddsf	49	512	2	38.4256505591
Japanese	0.00409583580338	-1.09048367324	145.369209554	6.2811391867	5.34548276287	6.22126317594	5.81414885774	5.64815123962	5.55990660989	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.00409583580338	2	dsf	12	512	2	0
PTB	0.472059640614	-0.307038426713	0.995133253244	16.3553462399	4.82680182131	6.27804189601	5.67258934133	5.39799960025	5.23927876423	0.0	50	256	1	0.0005	REAL	0.1	32	30	0.472059640614	0	dsf	109	512	2	0
Arabic	0.117619990851	1.67407418426	7.49271391427	34.184796152	5.37960237063	5.88389109793	5.68170534989	5.58560129332	5.53002766196	0.1	150	512	1	5e-05	REAL_REAL	0.05	64	30	0.117619990851	4	ddsf	125	512	2	12.4526766517
LDC2012T05	0.00363033683546	2.62208650896	42.3279209027	103.99100597	5.62588044741	5.70939879904	5.67569138564	5.66023758341	5.65123070654	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00363033683546	5	dsf	229	512	2	171.398499931
Arabic	0.00335591319664	2.04311060953	83.4606457083	39.0923389062	5.26455873477	5.36683806639	5.33014984593	5.31040455933	5.29876018061	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.00335591319664	2	ddsf	52	512	2	17.8422587361
LDC2012T05	0.00587461222436	2.58575433314	33.6885702788	104.658362219	5.66358183842	5.76676548112	5.72563224595	5.70629343651	5.69483961493	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00587461222436	4	dsf	106	512	2	172.493209486
PTB	0.0274205177914	2.80801024399	22.9658916447	39.314710819	4.54710020279	4.77345786242	4.68862753129	4.64486648009	4.61874887231	0.2	100	256	1	0.0002	REAL	0.0	32	30	0.0274205177914	2	ddsf	64	512	2	25.6075082404
Japanese	0.0963590854059	0.594242585919	6.62272410673	11.8407720721	5.28914899795	5.53220553446	5.42523298679	5.38017273865	5.3549849087	0.1	150	512	1	5e-05	REAL_REAL	0.05	16	30	0.0963590854059	3	ddsf	89	512	2	6.48076614049
PTB	0.0445887042833	2.5731001927	12.7123828807	54.3650995161	4.7063574274	4.96596802863	4.86228566054	4.81304882343	4.78419806838	0.2	50	256	1	0.004	REAL	0.2	64	30	0.0445887042833	4	dsf	155	512	2	40.2332162601
Russian	0.105912072694	0.988569148568	3.78719842149	22.1360020739	5.22574361921	5.59606729821	5.43030593549	5.35976552026	5.32161672685	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.105912072694	5	dsf	147	512	2	6.28339426643
PTB	0.033470683577	2.34312270758	18.3674189961	30.1877082242	4.59099666968	4.88117434673	4.7670484147	4.7108679686	4.67793722713	0.1	100	256	1	0.0001	REAL	0.1	32	30	0.033470683577	0	ddsf	125	512	2	16.2714000424
Russian	0.0132148098442	1.12168478779	23.5625730695	21.7968169436	5.0998286095	5.40130281567	5.26863606612	5.20978346266	5.17738660573	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0132148098442	1	ddsf	22	512	2	6.27476994898
LDC2012T05	0.0138346776726	2.39990525529	34.3966560803	46.5445883253	5.50218243661	5.72096941012	5.63461603284	5.59268118669	5.56814524315	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0138346776726	5	ddsf	48	512	2	29.975941294
PTB	0.0111401097155	2.95362112374	33.5937203627	48.604052131	4.56071490568	4.69192683024	4.64228510827	4.61733260635	4.60227188337	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0111401097155	2	dsf	113	512	2	34.8897498165
Japanese	0.0193211299065	0.807206235542	23.4508041222	11.6626742481	5.23632236192	5.35135847447	5.29700644071	5.27700127831	5.26608733373	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.0193211299065	1	ddsf	21	512	2	6.35217999741
LDC2012T05	0.00317460882279	2.2853894877	73.8093661566	41.0264869195	5.50997827327	5.75808581011	5.65666807239	5.60926416413	5.5823429828	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00317460882279	5	dsf	28	512	2	24.3896519408
Russian	0.0429115085296	1.16875947099	11.1922231814	21.8076147687	5.09847116651	5.39589879069	5.26688080506	5.20924848481	5.1773878216	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0429115085296	0	ddsf	38	512	2	6.27459584219
PTB	0.00303999423172	3.18368983442	61.2001312096	66.6159252764	4.53081083253	4.63506954279	4.5969888755	4.57705634968	4.56496115199	0.2	100	256	1	0.0002	REAL	0.0	32	30	0.00303999423172	2	dsf	58	512	2	66.6159252764
Japanese	0.329456046873	-1.09634247322	2.20993935149	6.30491869177	5.49929357817	6.47018922034	5.9190983796	5.74059732671	5.66278813874	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.329456046873	2	dsf	12	512	2	0
LDC2012T05	0.126882086508	0.758650561336	6.38593481507	24.3087962838	5.58822616458	6.68492353665	6.23771522349	6.02867213552	5.90847312903	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.126882086508	4	ddsf	37	512	2	7.08869102268
Arabic	0.0263941277175	2.19636122047	17.2056461361	76.7039923822	5.32196598809	5.51807679564	5.43795041381	5.39998443423	5.37867873514	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0263941277175	5	ddsf	189	512	2	76.7039923822
LDC95T8	0.304372792615	0.730144841909	1.75936160936	15.0221886139	4.05120360389	6.08905459317	5.29211757348	4.88045992272	4.64725666039	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.304372792615	4	ddsf	39	512	2	6.41080727307
LDC2012T05	0.090370500299	1.59460427948	5.85401348692	43.2315420415	5.93133834263	6.33411792167	6.16552246758	6.09163027275	6.04903481219	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.090370500299	4	ddsf	106	512	2	25.3765980952
Japanese	0.284159436865	-0.708308295257	0.960733038394	6.31098592953	5.3968696602	6.39747163296	5.85484721877	5.66228325475	5.57576725516	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.284159436865	3	ddsf	12	512	2	0
PTB	0.0172061352828	2.8612688855	25.1632219195	48.6263957299	4.57305076206	4.76330225497	4.68862046899	4.65257381517	4.63108525686	0.1	100	256	1	0.0001	REAL	0.1	32	30	0.0172061352828	1	ddsf	101	512	2	34.8777354467
Japanese	0.15303618514	0.297662220195	8.61963749019	11.6511730709	5.2549983142	5.60505607988	5.43530040652	5.37092087592	5.33776400095	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.15303618514	4	ddsf	21	512	2	6.35170075219
Russian	0.121341697897	0.914657952065	3.20307697561	22.1787773127	5.2452374789	5.65641367612	5.4715982678	5.39396460373	5.35159773371	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.121341697897	4	ddsf	136	512	2	6.28380421743
PTB	0.174513322726	1.71313227407	5.89773770453	25.7688150583	4.67532251658	5.27497918376	5.04024603102	4.92562393769	4.85764161575	0.2	100	256	1	0.001	REAL	0.0	64	30	0.174513322726	5	dsf	128	512	2	6.4347845541
PTB	0.0262418705287	2.30606862275	19.3173542423	30.1731584368	4.59971565619	4.88143278988	4.76385201824	4.70928797511	4.67840194039	0.0	300	256	1	0.001	REAL	0.2	32	30	0.0262418705287	2	dsf	81	512	2	16.251370127
Russian	0.0044573851682	1.53911424352	39.6041970953	47.2100022111	5.07145272145	5.16020298838	5.12294063007	5.1058117349	5.09613155406	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0044573851682	5	dsf	43	512	2	26.8998372466
PTB	0.0302714126777	2.6989923639	22.1477408242	34.3860827737	4.49915562967	4.77704523706	4.66674875679	4.61351748439	4.58240172796	0.1	300	256	1	0.004	REAL	0.1	16	30	0.0302714126777	2	ddsf	81	512	2	20.7909642165
PTB	0.192156096174	1.59176404919	5.73816310109	21.0459715305	4.66619494284	5.31958921786	5.05988765329	4.93503486979	4.86199600336	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.192156096174	2	ddsf	99	512	2	6.4321449112
PTB	0.0335743400773	2.70302714048	16.8487987985	43.9385493461	4.57467606658	4.86356716409	4.7468896274	4.69182564444	4.65979514807	0.2	200	256	1	0.002	REAL	0.2	32	30	0.0335743400773	2	dsf	98	512	2	30.1803460932
Russian	0.00252437789757	1.51843115247	45.4037173622	94.3278594035	5.15254504635	5.20597776539	5.18401464193	5.17375085194	5.16787612293	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00252437789757	0	ddsf	185	512	2	156.094782543
