Language	Beta	Horizon	CodeNumber	Dirichlet	Memory	Surprisal
English	0.0982744401195	2	100	0.0001	2.73045563698	1.92147767544
English	0.00509038257957	2	1000	0.0001	4.54670000076	1.96401619911
rrxor	0.0361539612523	6	100	0.001	3.34722447395	0.822206437588
English	0.326676643465	2	100	0.0001	0.899218678474	2.09426021576
rrxor	0.321463212634	5	100	1.0	0.00161880161613	0.920598685741
English	0.110334199314	3	20	0.001	2.58131074905	1.9395314455
rip	0.790765279606	1	100	1e-06	1.0894495972e-08	0.610035061836
forget2_0_5b	0.641384404593	3	100	1.0	1.31078330412e-08	0.603951513767
rip	0.751295733005	4	100	0.01	8.54083239687e-08	0.571811199188
rip	0.843823263917	6	100	1e-06	1.08744632143e-06	0.53989636898
English	0.0077584867363	1	1000	0.01	2.56229686737	1.9939750433
even	0.398695623072	8	100	1e-06	0.622139036655	0.472894996405
English	0.00287017666111	1	100	1e-06	2.56176686287	1.99399876595
rrxor	0.0199684463045	2	100	0.001	1.5354783535	0.904096245766
even	0.745813139667	4	100	1e-05	0.000446679710876	0.581602275372
rip	0.45773822024	5	100	0.0001	0.477519869804	0.500549554825
English	0.204691856844	2	100	1e-06	1.84932017326	1.97159004211
rip	0.0939616537297	1	100	0.0001	7.0673245034e-09	0.611927032471
English	0.203224812146	1	20	1e-06	1.34509575367	2.1602704525
forget2_0_5b	0.600200731643	1	100	0.01	1.84936617131e-08	0.693435609341
forget2_0_5b	0.317255967378	1	100	0.01	9.4924086369e-09	0.693256378174
English	0.376344512242	1	1000	0.01	0.071404568851	2.53364658356
English	0.136507784785	2	100	0.01	2.33637261391	1.93733394146
rrxor	0.022810271476	3	100	0.01	2.03460764885	0.881636321545
BackwardsEnglish	0.0986825496863	2	100	0.0001	2.60839414597	1.9217351675
EnglishRANDOM_BY_TYPE	0.298011351719	1	100	0.001	0.04620019719	2.48107862473
even	0.483072894215	15	100	1e-05	0.663696527481	0.464624047279
rrxor	0.481728151542	1	100	0.0001	2.16346816018e-08	0.947643220425
even	0.953505531347	3	100	0.0001	1.26641417353e-08	0.598487734795
English	0.267344191598	3	100	0.0001	1.82380509377	1.96027994156
rip	0.575022342132	1	100	1e-05	4.25479207422e-09	0.611645579338
rrxor	0.657740780729	7	100	0.001	0.00114684202708	0.899765372276
even	0.992671730418	5	100	0.01	1.65830620347e-08	0.566790103912
rrxor	0.430508557426	1	100	0.01	1.00689504734e-07	0.947544753551
rrxor	0.0580754074763	5	100	0.01	2.55951499939	0.830955982208
English	0.00438863148527	2	1000	0.0001	4.5378704071	1.96096777916
English	0.350044270903	2	100	1e-05	0.75737196207	2.11816620827
rip	0.388709990117	1	100	0.0001	1.48495491459e-08	0.611552298069
English	0.0267964970257	2	100	0.001	3.75712418556	1.92133951187
English	0.0135936097545	1	100	0.01	2.56011366844	1.99410176277
English	0.34205110443	2	1000	0.0001	0.802477836609	2.11037611961
English	0.144415278206	1	100	0.001	2.00944423676	2.04868173599
English	0.242107804374	1	100	1e-06	1.03849351406	2.2284924984
even	0.205769428456	2	100	1.0	0.349071621895	0.574525535107
English	0.00953780360963	1	100	0.01	2.56119632721	1.9940135479
English	0.00388959240904	2	100	0.01	3.95790266991	1.92512655258
English	0.175104427282	1	20	1e-05	1.62128639221	2.10807538033
rip	0.904833280264	5	100	1e-06	6.28101247457e-07	0.556406378746
rip	0.916879481308	1	100	1e-06	7.13801142638e-08	0.609236717224
English	0.304142393015	1	100	0.0001	0.581851303577	2.35315179825
rip	0.450913847905	15	100	1.0	1.01502895355	0.420118182898
rip	0.561126749025	15	100	1e-06	0.672010064125	0.431183606386
forget2_0_5b	0.0695817184739	8	100	0.0001	0.692542612553	0.562660336494
rip	0.636950408198	15	100	1e-06	0.670517325401	0.430859684944
English	0.0213885964053	1	100	0.01	2.56068110466	1.99401903152
rrxor	0.312210114158	6	100	0.001	0.434742957354	0.877612411976
rip	0.201884798338	6	100	1e-05	1.2645932436	0.435644298792
even	0.799974499318	6	100	1e-06	0.000628184934612	0.554805934429
English	0.00475529377859	1	100	0.0001	2.56117796898	1.99403679371
even	0.54469345027	4	100	0.001	0.224713474512	0.549066305161
forget2_0_5b	0.0473855589081	1	100	0.01	0.690065264702	0.564542770386
forget2_0_5b	0.0673170725549	6	100	1e-06	0.690571844578	0.561682283878
English	0.243009857872	2	100	0.01	1.57956361771	2.00047135353
English	0.144259444132	1	100	0.0001	2.01028871536	2.04859900475
English	0.00675792278634	2	100	1e-05	3.91942930222	1.92491447926
rip	0.586465305847	5	100	0.001	0.237850338221	0.526612341404
English	0.120338401436	3	100	0.0001	3.34440755844	1.99932730198
even	0.743768900506	7	100	0.01	0.347131699324	0.504182398319
even	0.252671304041	4	100	0.01	0.561581194401	0.511047840118
even	0.748484564791	15	100	1e-06	0.63263040781	0.463714003563
rip	0.742065561739	1	100	0.0001	-3.45963258042e-09	0.609049081802
English	0.130016233592	3	100	1e-05	3.31562995911	1.99512946606
English	0.360340851596	1	100	0.0001	0.131919398904	2.50927329063
rrxor	0.578498685292	2	100	1.0	3.28367306679e-08	0.948937058449
English	0.00224665865728	1	100	1e-06	2.56085109711	1.99406921864
forget2_0_5b	0.133524415076	7	100	0.001	0.601757407188	0.562424063683
forget2_0_5b	0.295933924069	7	100	0.0001	0.000733650522307	0.580819427967
English	0.177340966453	1	100	0.001	1.59756457806	2.11219954491
rip	0.00137309165843	8	100	0.001	2.11053013802	0.423271864653
English	0.0369456875146	1	100	0.001	2.5598757267	1.99405920506
rrxor	0.600063558873	2	100	1.0	5.5206459848e-08	0.952214002609
rip	0.00258217470134	7	100	0.01	1.38819670677	0.427083283663
English	0.0376577520161	3	100	1e-06	4.27413272858	2.05660867691
English	0.173681173366	1	100	0.01	1.63466227055	2.10575246811
English	0.0585848181813	1	100	0.01	2.5487780571	1.994592309
rrxor	0.269697214822	5	100	1e-05	0.290778577328	0.895702004433
forget2_0_5b	0.239093142513	6	100	0.01	0.0905267372727	0.581101238728
English	0.00205416278271	2	1000	0.0001	4.54344511032	1.96309959888
English	0.071086974801	2	100	0.01	3.06600165367	1.91541063786
rrxor	0.4190156576	7	100	0.001	0.417742133141	0.869369029999
even	0.145775440945	2	100	1.0	0.429801136255	0.567351877689
even	0.946633651134	3	100	1e-06	7.58642158871e-07	0.598008453846
forget2_0_5b	0.091085408797	3	100	1.0	0.668535709381	0.563134551048
even	0.470372551614	4	100	0.01	0.407425105572	0.525486052036
English	0.00644204655398	1	1000	1e-05	2.56237268448	1.99399912357
rip	0.370363767972	6	100	1e-06	1.00258207321	0.448129862547
English	0.00720427161165	2	1000	0.01	4.52931785583	1.96319639683
BackwardsEnglish	0.0621152980586	1	100	0.0001	2.47063660622	1.9979749918
even	0.0228952562978	4	100	0.001	1.04081642628	0.491720438004
English	0.232684921204	1	100	0.0001	1.11766517162	2.20975065231
even	0.796650131281	1	100	1e-06	-1.6092080557e-08	0.635461211205
forget2_0_5b	0.668677312897	5	100	1e-06	0.000266466697212	0.588260114193
English	0.0992982161958	3	100	0.01	3.62492513657	2.00815153122
BackwardsEnglish	0.18097427286	1	100	1e-05	1.51585745811	2.11182713509
English	0.112674010724	1	100	1e-05	2.2882835865	2.01511359215
English	0.0215076329322	3	100	1e-06	4.2587313652	2.06689453125
even	0.468992308357	5	100	0.0001	0.446805924177	0.513457417488
English	0.229146879922	2	100	1e-05	1.67886710167	1.9896903038
even	0.0762014400515	5	100	1e-05	0.956411719322	0.481835186481
English	0.295064863016	2	20	0.01	1.12054502964	2.06021904945
forget2_0_5b	0.633354826184	2	100	0.001	3.01053866281e-08	0.627114892006
even	0.717375946765	15	100	0.001	0.631736218929	0.464431911707
rip	0.909156580794	3	100	1e-05	1.72157598399e-07	0.593318164349
English	0.0190145854332	2	1000	0.0001	4.50963449478	1.96018874645
EnglishRANDOM_BY_TYPE	0.0500900564266	1	100	1e-05	2.42794418335	2.12223386765
rrxor	0.714538017391	4	100	0.001	0.000811362289824	0.925955951214
forget2_0_5b	0.23397477444	2	100	1e-06	0.138306200504	0.609536349773
even	0.00132533510111	2	100	0.001	1.01102244854	0.541694760323
rrxor	0.85861606318	7	100	0.001	-5.9384066553e-09	0.898209273815
even	0.888756495135	5	100	1e-06	4.95214635521e-07	0.564600110054
rip	0.706317516092	6	100	0.0001	0.126889497042	0.525194883347
EnglishRANDOM_BY_TYPE	0.195435382044	2	100	0.01	1.38594198227	2.09659266472
even	0.0846731674464	6	100	0.0001	0.924457788467	0.47401073575
even	0.810449762743	3	100	1e-05	2.40005491037e-08	0.598392426968
rrxor	0.378672651543	2	100	0.001	0.000726535799913	0.951003551483
rip	0.226048659485	4	100	1e-05	1.01473248005	0.475058317184
English	0.299616710009	1	20	1e-05	0.615853428841	2.34294939041
English	0.0774162692566	1	100	1e-06	2.5112388134	1.99669241905
English	0.0659597153587	1	100	1e-06	2.53865408897	1.99504375458
even	0.407494585647	6	100	0.0001	0.593031704426	0.486342340708
English	0.00656983419146	3	100	1e-05	4.28798818588	2.06567025185
English	0.294183977059	1	1000	0.0001	0.656442284584	2.33095812798
rip	0.87776506063	7	100	1e-05	7.49181126025e-08	0.526789546013
English	0.0509115373062	1	1000	1e-05	2.55680990219	1.99420428276
even	0.616703103965	3	100	1e-05	0.000147952567204	0.595736920834
rip	0.451461994038	15	100	1e-06	1.07138478756	0.418792665005
English	0.353148723376	2	100	0.01	0.741248011589	2.12085533142
forget2_0_5b	0.870522854092	8	100	1e-06	0.000360128004104	0.578365445137
rrxor	0.979845897905	7	100	0.0001	4.1640404902e-08	0.896243989468
English	0.32291760841	2	20	1e-05	0.90803450346	2.0928633213
rrxor	0.553625708657	6	100	1e-06	0.00198781001382	0.905073821545
rip	0.506202877482	8	100	0.01	0.624808907509	0.456334352493
English	0.0104442772889	3	100	1e-05	4.25012922287	2.06528949738
even	0.240715545137	2	100	0.001	0.270378887653	0.582987368107
rip	0.0922918943169	15	100	1.0	1.1091889143	0.419474512339
rrxor	0.839977968702	1	100	1e-06	8.95863365713e-08	0.950472950935
rip	0.144980496632	3	100	0.0001	0.928401947021	0.498076230288
even	0.329585615213	6	100	0.01	0.60360622406	0.485522717237
English	0.143608347712	3	20	0.01	2.40137052536	1.93588018417
English	0.348816016987	2	100	1e-06	0.763400733471	2.11714744568
English	0.24017729864	3	100	1e-06	2.07575941086	1.95537602901
English	0.00499004717802	2	100	0.001	3.91519594193	1.92469239235
English	0.0446550794624	3	100	0.01	4.24213695526	2.05234932899
rip	0.905934091404	1	100	0.0001	3.24961249021e-08	0.611078083515
rip	0.758283507506	1	100	1e-05	2.16291855537e-08	0.609068453312
rip	0.442524373244	7	100	0.0001	1.006939888	0.43839353323
English	0.00527230105105	2	100	1e-06	3.92450785637	1.92206037045
English	0.00986132500117	1	100	0.001	2.56082940102	1.99406528473
English	0.274922783216	2	100	0.001	1.27858161926	2.03857135773
English	0.00495703014437	1	100	1e-06	2.56048512459	1.99406254292
rip	0.57435206379	4	100	1e-06	0.000442598946393	0.572764337063
rip	0.508382603793	15	100	1e-06	0.673466265202	0.431365817785
rip	0.387400893624	6	100	0.01	0.994435608387	0.448730558157
forget2_0_5b	0.819207947297	7	100	0.001	0.000667029235046	0.581644356251
even	0.545795406385	8	100	0.0001	0.606952786446	0.474555194378
English	0.00224347724867	2	100	0.01	3.95380973816	1.92734873295
English	0.373827079935	1	100	0.0001	0.0814785733819	2.52954030037
even	0.659380332465	1	100	1.0	2.40799469253e-08	0.635720431805
English	0.00645944824051	3	100	1e-06	4.29721736908	2.06933188438
English	0.289429810561	2	100	1e-06	1.17002606392	2.05335068703
forget2_0_5b	0.433502097205	2	100	0.001	0.000236389096244	0.627302467823
rip	0.45280810622	7	100	0.01	0.969056844711	0.441248506308
English	0.351149217637	2	20	1e-06	0.745151102543	2.12001848221
forget2_0_5b	0.979192086414	8	100	1e-05	4.61470461843e-09	0.577879488468
English	0.00316982510648	2	100	0.0001	3.99505996704	1.92254054546
rrxor	0.709480055317	7	100	0.0001	0.00182500039227	0.895347654819
rip	0.598883029958	15	100	1e-05	0.671347618103	0.431133538485
English	0.0638387295452	3	100	1e-05	4.13364648819	2.04538393021
forget2_0_5b	0.318640041945	5	100	0.0001	0.00053201575065	0.587126672268
rip	0.226805059516	3	100	1e-05	0.830425262451	0.50395745039
forget2_0_5b	0.151202250312	7	100	1e-05	0.54034870863	0.564684808254
even	0.148964021302	8	100	0.0001	0.810074150562	0.467425793409
forget2_0_5b	0.989246752461	6	100	0.001	6.04743135568e-08	0.584042370319
forget2_0_5b	0.0188397728028	8	100	0.01	0.725320875645	0.563922286034
English	0.0367124852738	3	100	0.001	4.20574712753	2.05686974525
English	0.30289669662	3	20	0.01	1.50220406055	1.9663683176
rrxor	0.405252004057	1	100	0.0001	5.70943399225e-08	0.948074638844
English	0.0849721520239	1	1000	0.001	2.49025273323	1.99796783924
rip	0.683231279381	15	100	0.001	0.67064678669	0.430949002504
English	0.398651369647	2	100	0.0001	0.490118205547	2.16791892052
even	0.346202032673	1	100	1.0	-8.79603057058e-09	0.635782122612
English	0.00424342097528	1	100	0.0001	2.56132030487	1.99397957325
rip	0.237765517653	15	100	0.0001	1.09685575962	0.419286251068
rip	0.921557737697	6	100	1e-06	8.40315863115e-07	0.540478229523
English	0.338644191453	1	100	1e-05	0.333189636469	2.43255901337
even	0.887305494323	3	100	1e-05	4.60167690619e-08	0.596532642841
rip	0.776703269931	1	100	0.01	2.16318092328e-08	0.611340820789
English	0.00592833482792	1	100	1e-06	2.55741047859	1.99517917633
forget2_0_5b	0.2354481483	3	100	0.0001	0.0828665420413	0.600580394268
English	0.0910331117657	2	1000	0.0001	3.02366876602	1.92663252354
English	0.0020636852519	3	100	0.01	4.33737897873	2.05857396126
forget2_0_5b	0.0800807492078	7	100	1e-06	0.688753783703	0.559794843197
rip	0.451357869809	6	100	0.001	0.722273945808	0.46840134263
English	0.210650216658	1	100	1e-05	1.29061865807	2.1716837883
English	0.360426413373	2	100	1e-06	0.696996927261	2.12854957581
rip	0.027715900346	15	100	0.01	2.73234915733	0.452558934689
rrxor	0.0119198704292	2	100	1e-05	1.72620975971	0.901172697544
BackwardsEnglish	0.207194455582	1	100	0.0001	1.34777033329	2.14360332489
even	0.439545434732	1	100	0.0001	5.04913408861e-08	0.634968936443
rrxor	0.0419919192536	1	100	1.0	0.000346288696164	0.946006536484
even	0.483828746019	3	100	0.01	0.000317923375405	0.595717132092
English	0.910284679402	1	100	0.01	-2.50002263336e-09	2.56350851059
even	0.128841344697	2	100	0.01	0.439921677113	0.566431224346
forget2_0_5b	0.492403620281	3	100	0.0001	0.000232903912547	0.606251835823
English	0.068714383521	2	100	1e-06	3.08467435837	1.91628754139
English	0.21037740024	2	100	1e-06	1.81876993179	1.97468578815
English	0.293901543034	3	100	0.0001	1.56547510624	1.96593797207
even	0.664461336427	6	100	0.0001	0.430283278227	0.501691937447
English	0.00450353766091	1	100	0.0001	2.56079220772	1.9940366745
BackwardsEnglish	0.276821473709	3	100	1e-06	1.77419877052	1.95434892178
English	0.317658995482	2	100	0.01	0.965691208839	2.083548069
rip	0.932926244199	8	100	0.01	8.22078050078e-09	0.517357051373
rip	0.213897392287	8	100	1e-06	1.23454213142	0.423598468304
BackwardsEnglish	0.19277406611	2	100	1e-05	1.87799489498	1.96178019047
even	0.064027733575	6	100	1e-05	0.928194701672	0.474519491196
English	0.320857985359	1	20	1e-06	0.459072232246	2.39134979248
rip	0.0486557179417	7	100	1.0	1.31315302849	0.427197188139
rrxor	0.0411320809344	2	100	0.0001	1.1688284874	0.909053325653
rrxor	0.377791970568	3	100	1e-06	0.00105319404975	0.935224533081
English	0.333899387561	2	20	0.0001	0.833102166653	2.10500335693
English	0.00611878516532	1	1000	0.001	2.56239676476	1.99402666092
rip	0.174159783925	1	100	1e-05	3.34367058485e-08	0.610488295555
forget2_0_5b	0.104341420741	1	100	0.001	0.651360750198	0.566372692585
forget2_0_5b	0.0920112419745	6	100	0.01	0.670557796955	0.565679252148
English	0.291668805201	3	100	1e-05	1.59246528149	1.9671241045
forget2_0_5b	0.649582979701	4	100	1e-05	0.000443720753537	0.5937038064
even	0.381122362568	3	100	0.0001	0.12276212126	0.582440197468
English	0.0696010547742	2	100	0.001	3.06296920776	1.91636145115
rrxor	0.122932822752	1	100	1e-05	-4.77597872361e-09	0.955654621124
rip	0.886837255232	8	100	1e-05	4.55238868824e-08	0.517453610897
forget2_0_5b	0.666637187882	4	100	1e-06	0.000340071506798	0.595145940781
even	0.37783090497	1	100	0.0001	7.39512415748e-08	0.635436296463
rip	0.630597673998	2	100	0.001	2.44314559694e-08	0.609868168831
rrxor	0.977200039194	6	100	1e-05	-1.74351892923e-08	0.906576633453
even	0.205622662364	2	100	1.0	0.340950548649	0.575732529163
rip	0.283896425278	15	100	0.01	1.10215127468	0.420440286398
English	0.0204333767336	3	100	0.001	4.28055667877	2.06281590462
English	0.306277239373	2	20	1e-06	1.04277396202	2.07196807861
English	0.253772276411	2	100	1e-06	1.49658596516	2.0105741024
even	0.349488718273	8	100	1e-05	0.622272789478	0.472784131765
rip	0.555089524294	2	100	1.0	5.00768386757e-08	0.609488666058
English	0.300078993769	2	10000	1e-05	1.09042704105	2.06623268127
forget2_0_5b	0.0571079286503	6	100	0.001	0.692833721638	0.562579810619
English	0.000566002535435	1	100	1e-05	2.56117630005	1.99401509762
BackwardsEnglish	0.302918013854	2	100	1e-05	1.23274970055	2.03863620758
even	0.328030746337	8	100	0.0001	0.621786773205	0.473265469074
forget2_0_5b	0.146729571825	5	100	1e-05	0.562006890774	0.566393256187
forget2_0_5b	0.906895426748	2	100	1e-05	1.21452913504e-07	0.627992272377
rip	0.85754697905	8	100	0.001	0.000454198016087	0.515378713608
rrxor	0.0433894730704	6	100	0.01	3.07724118233	0.821075677872
English	0.392480136674	3	100	0.001	0.787653148174	2.03796005249
rrxor	0.3624392387	7	100	1.0	0.713052749634	0.855058073997
English	0.205256075856	3	100	1e-05	2.43700933456	1.96051597595
rip	0.65427962454	15	100	0.01	0.670759677887	0.430612593889
English	0.00343734955931	3	100	0.0001	4.30950641632	2.0735077858
rip	0.73599636762	5	100	1e-05	0.000547072326299	0.553735077381
rip	0.227725516724	6	100	1e-05	1.23253750801	0.436874061823
BackwardsEnglish	0.325835858922	2	100	0.0001	1.02770578861	2.0701174736
English	0.198548717781	2	100	0.001	1.88348186016	1.96860134602
rip	0.195244566606	4	100	0.0001	1.11646318436	0.469123780727
even	0.847531144335	3	100	0.001	1.7291860388e-08	0.597283542156
even	0.033394374796	8	100	0.0001	0.830170929432	0.467198371887
rip	0.587171832883	7	100	0.01	0.546344101429	0.469852477312
even	0.692640815735	1	100	0.001	1.21343532555e-07	0.638071835041
BackwardsEnglish	0.0475801739814	2	100	0.01	3.30185341835	1.91238963604
English	0.175758909501	1	100	0.0001	1.61325871944	2.10946345329
rrxor	0.478127479336	3	100	1e-06	0.00106146978214	0.936035394669
BackwardsEnglish	0.139775409109	2	100	0.01	2.21066427231	1.93770670891
English	0.321384744735	2	100	0.0001	0.93885165453	2.08785462379
BackwardsEnglish	0.0870312645849	2	100	0.0001	2.75190520287	1.91839516163
BackwardsEnglish	0.307300199756	1	100	0.0001	0.462392657995	2.37401008606
forget2_0_5b	0.312882728568	4	100	1.0	0.000542411464266	0.594724714756
even	0.363007579718	1	100	1e-05	3.0482048885e-08	0.635614812374
rrxor	0.36790248377	6	100	0.001	0.0019830679521	0.907794475555
English	0.287587460089	1	100	1e-06	0.70717215538	2.3162856102
BackwardsEnglish	0.306036039269	1	100	0.0001	0.469741821289	2.37188649178
rrxor	0.776924871535	7	100	0.0001	0.00189232546836	0.896911621094
English	0.0462522003048	3	100	0.0001	4.15614652634	2.05554246902
even	0.842491034794	4	100	0.001	1.96165341748e-08	0.58171659708
English	0.0570149603478	1	100	0.0001	2.54826593399	1.99463272095
rip	0.924132011509	1	100	0.01	2.20379785532e-08	0.613340854645
even	0.994579017996	6	100	1e-06	9.12015480026e-07	0.554605901241
rip	0.684001930894	3	100	0.01	4.73947103785e-08	0.592546701431
forget2_0_5b	0.658360768335	3	100	0.0001	0.000183642565389	0.605732023716
rip	0.0901314895127	1	100	0.01	-1.94476488247e-08	0.611890435219
English	0.00793928857207	2	100	0.01	3.99239325523	1.9224114418
EnglishRANDOM_BY_TYPE	0.333569418548	2	100	1e-06	0.38241276145	2.21915650368
rip	0.369878969891	1	100	1.0	2.62921560079e-08	0.61003702879
BackwardsEnglish	0.17633509703	1	100	0.001	1.5507131815	2.10579299927
English	0.00401384679531	2	100	0.0001	3.89871573448	1.92201566696
rrxor	0.0254249545702	4	100	0.0001	2.39349246025	0.848458945751
BackwardsEnglish	0.0424401845087	1	100	1e-06	2.54152131081	1.99466180801
English	0.388486687942	2	100	1e-05	0.542521715164	2.15752291679
English	0.00350654682778	1	100	0.0001	2.56126570702	1.99401402473
rip	0.487557658963	5	100	0.001	0.431757509708	0.505043804646
English	0.00797301983696	2	100	1e-06	3.81298160553	1.9238781929
rrxor	0.9294934599	1	100	1e-05	4.85492108737e-08	0.951406240463
English	0.226747224669	2	100	1e-06	1.71517133713	1.98537540436
English	0.18239185272	1	100	0.001	1.54430174828	2.1217315197
even	0.532715179786	6	100	1e-05	0.553551614285	0.488788962364
even	0.01	8	10	0.1	0.833554089069	0.467081308365
even	0.0335979681392	4	100	1e-06	1.04008209705	0.492327570915
rrxor	0.00106992132443	5	100	0.01	3.94599676132	0.83041113615
even	0.489091601882	6	100	1.0	0.573040008545	0.487082719803
rip	0.652388523778	15	100	1.0	0.665349960327	0.431980222464
rrxor	0.0756094043962	4	100	1e-06	1.91057813168	0.858241140842
even	0.24935462287	3	100	1e-05	0.376414299011	0.554269373417
rip	0.836589309176	8	100	0.0001	0.173900038004	0.497832894325
forget2_0_5b	0.698758564404	5	100	1e-05	0.000546614639461	0.587247490883
English	0.362383297783	2	100	0.01	0.68667447567	2.1302819252
rip	0.791795683777	8	100	0.01	0.354597747326	0.47914019227
forget2_0_5b	0.50128589122	4	100	1e-05	0.000263623776846	0.594705402851
English	0.002566561445	1	20	1e-05	2.42447185516	2.00259804726
rrxor	0.129782291824	6	100	1e-05	2.09991717339	0.826319992542
even	0.392204648047	3	100	0.0001	0.0984296500683	0.586294412613
forget2_0_5b	0.584596343047	5	100	0.001	0.000545132381376	0.589188456535
forget2_0_5b	0.772449531005	2	100	1e-06	5.63620758953e-08	0.627694487572
rrxor	0.698385449097	4	100	1e-06	0.00132952467538	0.92533326149
rip	0.106313319645	4	100	0.0001	1.32085978985	0.462176710367
rip	0.164252781626	7	100	1.0	1.2757256031	0.427848726511
English	0.113695281801	3	100	1e-06	3.5158405304	2.00564694405
English	0.116186577172	2	100	1e-05	2.55460762978	1.92741549015
forget2_0_5b	0.534357048436	8	100	0.0001	0.000832085090224	0.577887117863
rip	0.569034889067	3	100	1e-06	0.000277317070868	0.591342568398
forget2_0_5b	0.326875529203	3	100	1e-06	0.000341908627888	0.607094824314
English	0.27430593871	2	20	0.0001	1.28038096428	2.03815793991
even	0.632150249927	7	100	1e-05	0.491764336824	0.491186797619
even	0.707551575289	6	100	0.001	0.359810322523	0.510287582874
rip	0.591324856614	5	100	0.01	0.207603529096	0.530433773994
rip	0.261758465808	8	100	0.001	1.20519673824	0.424413710833
rrxor	0.96213024789	3	100	0.01	8.51050572237e-08	0.934198558331
English	0.17679147354	2	100	0.001	2.07719779015	1.95300424099
rip	0.0727934750451	2	100	1e-06	0.784101247787	0.53517049551
rrxor	0.734553842497	7	100	0.001	0.00101564649958	0.899241864681
forget2_0_5b	0.927701754934	1	100	1e-05	3.97567632149e-08	0.69328379631
EnglishRANDOM_BY_TYPE	0.337241714412	1	100	1e-06	-8.34230196034e-09	2.4951145649
English	0.0104523053412	1	100	1e-06	2.560993433	1.99404811859
rip	0.00987247398173	7	100	0.001	1.39153850079	0.426941633224
rrxor	0.202307178943	2	100	1.0	0.000921711674891	0.951561152935
forget2_0_5b	0.461004899128	7	100	0.001	0.000735061068553	0.583332717419
even	0.436738395384	8	100	0.0001	0.621473968029	0.473600506783
rip	0.211861482545	15	100	0.01	1.09631276131	0.419608622789
even	0.876444611435	6	100	1e-05	6.04735888032e-08	0.555059790611
even	0.0484170802595	6	100	0.01	0.933259546757	0.473689049482
rip	0.526917516501	4	100	0.01	0.000442836724687	0.572964668274
even	0.753570076188	6	100	0.001	0.181249856949	0.532029926777
rip	0.944951298256	3	100	0.01	4.75800590038e-08	0.593227863312
rip	0.524584278429	5	100	0.001	0.378914237022	0.509683251381
rrxor	0.794166133053	2	100	1e-06	1.74001364428e-08	0.944788575172
English	1.80192504952e-05	1	100	0.0001	2.56112885475	1.99400174618
rip	0.28244216854	15	100	1.0	1.11262989044	0.420382410288
even	0.465407754835	1	100	1.0	-7.91748000495e-09	0.635640859604
even	0.131823580929	7	100	0.0001	0.860293447971	0.469711631536
even	0.0904236225698	7	100	0.01	0.856032073498	0.470770508051
English	0.827891041566	2	100	0.001	3.45683375258e-08	2.27862000465
rrxor	0.375568234085	5	100	1.0	-1.12928866258e-08	0.919717133045
even	0.308350805048	4	100	1e-05	0.536035001278	0.513430476189
rip	0.874668305612	15	100	1e-06	0.654524624348	0.431763499975
forget2_0_5b	0.352522904037	3	100	1e-05	0.000137462091516	0.606123030186
rrxor	0.0663704576263	1	100	1e-06	3.15274419904e-08	0.950885355473
English	0.0916278642696	2	100	1e-06	2.77891349792	1.92056381702
even	0.465524010603	2	100	1e-06	0.000237227024627	0.621495723724
rip	0.668241323316	15	100	0.01	0.669313013554	0.430501013994
English	0.386554140126	2	100	0.01	0.552044212818	2.15550899506
English	0.102707135962	2	100	0.001	2.71635270119	1.92149353027
even	0.152321751896	6	100	1e-06	0.878768563271	0.474741607904
rrxor	0.304989997469	3	100	0.0001	0.00105316913687	0.936416924
EnglishRANDOM_BY_TYPE	0.393935208656	1	100	1e-06	2.13611048849e-08	2.49511480331
rip	0.569608023187	6	100	1e-05	0.42381259799	0.493566423655
rip	0.0246394462367	6	100	0.01	1.35204398632	0.433530688286
rrxor	0.0282207287733	1	100	0.001	2.79647487389e-08	0.943219602108
even	0.324771670394	5	100	0.01	0.725828826427	0.491452366114
English	0.157298503696	1	100	0.0001	1.82279074192	2.07562398911
forget2_0_5b	0.483613137523	5	100	1e-05	0.000545460323337	0.588878810406
EnglishRANDOM_BY_TYPE	0.203031767593	1	100	1e-05	0.529467284679	2.35977721214
even	0.607277797253	3	100	1.0	2.94245197097e-08	0.597467422485
rrxor	0.135598457184	3	100	1.0	0.00143867079169	0.934038341045
rip	0.8521460208	2	100	1e-06	2.48478979614e-08	0.609848618507
even	0.537501090207	8	100	0.01	0.609268903732	0.473803400993
English	0.0094693659051	1	1000	0.01	2.5621638298	1.99400377274
rrxor	0.891001421361	5	100	1.0	3.55559031107e-08	0.916907966137
forget2_0_5b	0.402325083913	4	100	1e-06	0.00043474524864	0.595496177673
English	0.18195698728	1	100	1e-05	1.55107319355	2.12055206299
English	0.345770602432	2	100	1e-06	0.778598368168	2.11450505257
English	0.346929448715	1	100	1e-06	0.299220383167	2.44487214088
rip	0.882792768009	3	100	1e-05	1.79217863661e-07	0.591612637043
rrxor	0.252143226663	3	100	0.0001	0.00104811030906	0.93461471796
rip	0.321727825599	15	100	1e-05	1.10092926025	0.41953843832
even	0.248558495853	6	100	1e-06	0.720285773277	0.479411810637
EnglishRANDOM_BY_TYPE	0.114023068866	1	100	1e-05	1.60447013378	2.19207549095
rrxor	0.756768944651	7	100	1e-06	0.00149153999519	0.894385039806
even	0.880646195399	1	100	0.01	1.42948604065e-08	0.636410593987
rip	0.944600443134	2	100	1e-06	4.42971554548e-07	0.611245810986
English	0.35103146298	3	100	1e-05	1.08718824387	2.00928616524
