Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers
rrxor	0.518637649221	0.57371764451	0.897445394029	7.92921649786	0.80396011967	0.867859582023	0.861241164685	0.85701648894	0.851307450546	0.0	50	32	1	0.001	REAL	0.0	16	30	0.518637649221	2	dsf	20	512	2
English	0.0275531877729	0.763427237659	7.26805198784	12.2085449462	1.89737282042	1.96025564184	1.9438261669	1.93126386135	1.92262238625	0.0	300	512	1	0.0001	REAL_REAL	0.0	32	30	0.0275531877729	1	ddsf	4	512	2
English	0.184781801926	0.684219321735	2.62264006042	8.32053436468	1.84690192503	2.05031645635	1.97963990238	1.94125356155	1.91662716937	0.2	300	256	1	0.001	REAL	0.0	32	30	0.184781801926	10	ddsf	12	512	2
even	0.0645110139719	0.630134115296	0.706819167974	9.86087653685	0.4614593339	0.462189256604	0.462033236433	0.461947357509	0.461839926095	0.0	100	128	1	0.001	REAL	0.0	64	30	0.0645110139719	4	dsf	31	512	2
rip	0.585987986404	0.628490701379	0.678535152336	4.56318222474	0.431141788426	0.427551802192	0.451926877984	0.456018108084	0.45358819105	0.0	100	32	1	0.004	REAL	0.0	64	30	0.585987986404	2	dsf	10	128	2
even	0.738422747179	-0.0167050750851	0.0125801098484	2.8369303708	0.506804821178	0.63635815262	0.624833907915	0.600045969493	0.585038902939	0.0	50	32	1	0.004	REAL	0.2	64	30	0.738422747179	1	ddsf	10	512	2
English	0.111714616284	0.766412223898	2.99512506326	10.1885802854	1.85377705572	1.97956596611	1.93830928035	1.91406016224	1.89870006776	0.0	50	64	1	0.002	REAL	0.0	32	30	0.111714616284	5	dsf	22	512	2
English	0.202060128314	0.522468856283	2.190451032	6.46140208723	1.86611708032	2.15949133389	2.04630885103	1.99033000201	1.95626306187	0.0	300	512	1	0.0001	REAL	0.0	16	30	0.202060128314	15	dsf	9	512	2
rip	0.516806466107	0.648759095934	0.701918592259	4.56523705952	0.429786102205	0.420942119187	0.44748304303	0.451799952819	0.450028551221	0.1	50	32	1	0.001	REAL	0.0	16	30	0.516806466107	1	dsf	20	128	2
rrxor	0.512022754778	0.00271813491061	0.00783995890365	1.89718448704	0.946250443158	0.948130573338	0.947133241864	0.946764650432	0.946583747711	0.2	50	32	1	0.0001	REAL	0.2	32	30	0.512022754778	2	dsf	10	32	2
English	0.216435406187	0.50343873736	1.53082301966	6.46262780352	1.87267202216	2.15882433419	2.05000963873	1.99456222992	1.96104859078	0.0	200	64	1	0.0005	REAL	0.1	32	30	0.216435406187	9	ddsf	18	512	2
even	0.475139923939	0.597069747738	0.667322433712	6.64166621773	0.464873374461	0.473029828886	0.4714618688	0.470038135371	0.469095550598	0.0	50	32	1	0.0001	REAL	0.0	64	30	0.475139923939	2	dsf	10	32	2
rrxor	0.650627403798	-0.151700781732	0.0171783081507	5.41532334769	0.853054827348	0.946075110716	0.946669662479	0.933525901116	0.922844221329	0.0	100	32	1	0.0001	REAL	0.0	16	30	0.650627403798	1	dsf	10	128	2
even	0.609989885003	0.00106718057466	0.0141145524768	2.82704581817	0.503686413327	0.635143572608	0.619593484187	0.595852603752	0.580347895069	0.2	50	32	1	0.004	REAL	0.1	64	30	0.609989885003	2	dsf	10	64	2
English	0.319899718954	0.0952250836988	0.445711036046	6.46058656248	1.89265245823	2.46745485989	2.22686928055	2.11711286144	2.0538823976	0.0	200	128	1	0.004	REAL	0.1	16	30	0.319899718954	6	ddsf	17	512	2
forget2_0_5b	0.492810380068	0.00101952028739	0.0122773091329	0.693148315869	0.569481711845	0.69297352784	0.626866395995	0.604792664532	0.593756109301	0.2	50	32	1	0.002	REAL	0.0	16	30	0.492810380068	4	dsf	10	64	2
rrxor	0.565548549539	-0.213454871871	0.00817446380538	4.5922083421	0.871529789486	0.950487333134	0.952272837721	0.938622018539	0.928153350597	0.2	100	32	1	0.001	REAL	0.0	32	30	0.565548549539	2	ddsf	14	32	2
rip	0.629581291124	-0.0036508960461	0.0257704801352	2.78156418616	0.474769856604	0.606719392435	0.606701256625	0.59062659581	0.571279732933	0.0	50	32	1	0.004	REAL	0.2	16	30	0.629581291124	1	ddsf	10	64	2
PTB	0.0160486099445	2.12426094763	26.4874907007	16.358824286	4.61532708421	4.72389411536	4.76463189838	4.71935941729	4.71002265614	0.0	200	256	1	0.001	REAL	0.0	32	30	0.0160486099445	1	dsf	72	512	2
rrxor	0.572277137562	-0.429098836222	0.0142021729484	3.6841030924	0.877041076831	0.943377094786	0.943590886384	0.930851719826	0.921194005304	0.0	100	32	1	0.001	REAL	0.1	16	30	0.572277137562	2	dsf	20	64	2
rrxor	0.111298737649	1.04543563971	2.38146281002	17.4751302746	0.779159900578	0.801767401526	0.798119246808	0.797433037481	0.79434154283	0.0	100	32	1	0.001	REAL	0.0	32	30	0.111298737649	2	dsf	10	32	2
rrxor	0.180751414439	0.0268226335469	0.022918501571	6.28283245834	0.849515551588	0.884151061177	0.887340350708	0.885332970511	0.880277106958	0.1	50	32	1	0.001	REAL	0.0	64	30	0.180751414439	1	dsf	10	512	2
PTB	0.007993216451	2.6191912965	40.5314111243	30.1823790288	4.55199387002	4.58617645231	4.65558248399	4.62037822175	4.62122561011	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.007993216451	2	dsf	123	512	2
even	0.388654876683	0.60942837021	0.693955312961	7.09443612169	0.463198981397	0.468880811862	0.467926103959	0.46698188826	0.466342266807	0.1	100	32	1	0.0005	REAL	0.0	16	30	0.388654876683	1	dsf	10	64	2
English	0.118811738102	0.739604410134	3.1894768823	10.1832131133	1.85174343241	2.00943359292	1.9569371898	1.92614691253	1.90654534812	0.0	50	256	1	0.004	REAL	0.1	16	30	0.118811738102	8	dsf	16	512	2
rrxor	0.558747413481	0.879359604483	1.20527380498	10.2443143715	0.778164091719	0.81864629541	0.8185971099	0.819186828646	0.813279472533	0.1	100	32	1	0.002	REAL	0.0	32	30	0.558747413481	1	dsf	20	128	2
English	0.139128490045	0.554748717939	2.55556404358	8.39469841287	1.91029689542	2.06823541479	2.01172736432	1.9814439183	1.96218868455	0.0	50	256	1	0.001	REAL_REAL	0.0	64	30	0.139128490045	5	ddsf	8	512	2
forget2_0_5b	0.969501237133	0.000761919359172	0.00186337540153	0.693375817108	0.568738252728	0.693222495662	0.62655148999	0.604328342979	0.593212351322	0.0	100	32	1	0.001	REAL	0.0	64	30	0.969501237133	1	dsf	10	512	2
rip	0.731291984799	0.406355719248	0.423079881259	3.6944003037	0.446360002982	0.493621477164	0.508185317046	0.505061452216	0.496107198688	0.0	100	32	1	0.001	REAL	0.0	16	30	0.731291984799	1	dsf	10	64	2
even	0.509488937459	0.518578333729	0.634804171347	5.23082112969	0.469013691138	0.497040082586	0.490427949948	0.48656250943	0.483090822459	0.0	50	32	1	0.004	REAL	0.0	32	30	0.509488937459	0	ddsf	10	512	2
even	0.578114190221	0.61382933353	0.661118849253	9.41721728168	0.462839697206	0.466743979893	0.466487516557	0.465622734411	0.465198122515	0.0	100	32	1	0.001	REAL	0.0	16	30	0.578114190221	2	dsf	10	512	2
rrxor	0.61000050859	0.0131901938357	0.305446597934	6.26130220323	0.841437798712	0.93473078795	0.932944276752	0.921136165217	0.911527687515	0.0	50	32	1	0.001	REAL	0.0	64	30	0.61000050859	2	dsf	10	512	2
forget2_0_5b	0.13095609238	0.0531920321803	0.431522257349	0.693157812134	0.565791105349	0.640140527141	0.600475041595	0.587150584598	0.580477601835	0.2	50	32	1	0.001	REAL	0.1	32	30	0.13095609238	1	ddsf	10	32	2
rip	0.0156820805118	0.851841169962	1.68251031095	9.18134397171	0.41626446821	0.417638263905	0.417746572773	0.417514788708	0.417302364885	0.1	100	32	1	0.001	REAL	0.0	16	30	0.0156820805118	1	ddsf	10	64	2
Japanese	0.152545459236	0.707902618238	1.99928515135	6.5537402369	1.41724232905	1.54412673396	1.5061797318	1.480454185	1.46445978766	0.0	50	128	1	0.0001	REAL	0.0	64	30	0.152545459236	3	dsf	11	512	2
English	0.073905611609	0.796239967306	3.43781194178	10.202740871	1.8589067565	1.96872085541	1.93315604396	1.91145930252	1.89756122108	0.0	50	64	1	0.0005	REAL	0.2	32	30	0.073905611609	4	dsf	30	512	2
Japanese	0.00299841344924	1.00023476251	19.3642522934	15.0017981578	1.39914782642	1.41510571908	1.41063705794	1.40701659013	1.40440862494	0.0	300	512	1	0.004	REAL	0.0	32	30	0.00299841344924	5	ddsf	4	512	2
English	0.007	1.06637994011	17.6805381406	19.333223383	1.82528401588	1.85631621552	1.8493962344	1.84335436254	1.83875893286	0.1	200	512	1	0.002	REAL	0.0	16	30	0.007	5	dsf	9	512	2
English	0.009	1.04548758204	13.4395625381	19.3583587311	1.82978787226	1.86016105456	1.85324362305	1.84691381204	1.84236646352	0.0	200	256	1	0.0005	REAL	0.0	64	30	0.009	1	ddsf	7	512	2
English	0.271789676582	0.422347475832	1.32371616332	6.46089961448	1.86872559763	2.2120416006	2.08060145929	2.01539812748	1.97532212341	0.0	300	128	1	0.0005	REAL	0.0	64	30	0.271789676582	4	ddsf	10	512	2
English	0.383023067954	0.0647906821718	0.47351102829	6.46049709902	1.89026402288	2.49494353224	2.24213050803	2.12804324655	2.06162849624	0.1	100	256	1	0.001	REAL	0.0	32	30	0.383023067954	9	dsf	13	512	2
even	0.610016654057	0.519063181747	0.587459453738	5.23511652782	0.469526357129	0.495448726901	0.49112611827	0.486729209371	0.483485792233	0.0	100	32	1	0.004	REAL	0.0	32	30	0.610016654057	1	dsf	6	128	2
English	0.339192573782	0.054626990358	0.278228491465	6.46505493818	1.89834785796	2.49387701719	2.24248334898	2.12928023541	2.06362232329	0.0	100	512	1	0.0005	REAL	0.0	32	30	0.339192573782	4	dsf	7	512	2
even	0.428806444751	0.625969485631	0.668632416811	9.86004459091	0.461488539266	0.463297914478	0.463069679801	0.46274878522	0.462557129402	0.2	100	128	1	0.001	REAL	0.0	64	30	0.428806444751	2	dsf	20	512	2
PTB	0.0483767359639	2.10842878194	16.1561541591	30.069574038	4.56529608418	4.80210854004	4.78740423957	4.71613453782	4.69461395061	0.1	200	256	1	0.001	REAL	0.0	16	30	0.0483767359639	3	dsf	65	512	2
even	0.508070512362	0.602284896106	0.667069514262	7.09346923056	0.463610230069	0.469838694383	0.469330293185	0.468259856282	0.467315467409	0.0	50	32	1	0.001	REAL	0.0	16	30	0.508070512362	2	ddsf	20	64	2
rrxor	0.401504529849	-0.0391107116645	0.00586840458886	5.43754729119	0.856914837296	0.946296671402	0.94626545145	0.932951056482	0.922737300311	0.2	50	32	1	0.0001	REAL	0.2	64	30	0.401504529849	1	ddsf	20	512	2
even	0.681249468505	-0.00283641456334	0.0148092538843	2.82145345129	0.503248322104	0.633270380615	0.618405386527	0.594886681283	0.579520641416	0.1	50	32	1	0.0005	REAL	0.1	32	30	0.681249468505	1	dsf	10	64	2
repeat	0.00268427	13.8810556797	15.2703489057	16.4950102032	0.174263634899	0.13249494862	0.136801570974	0.140525413038	0.147502443196	0.0	50	128	1	0.001	REAL	0.0	32	30	0.00268427	1	ddsf	70	512	2
rip	0.587502547528	0.588535590042	0.663830727072	4.1330588272	0.434145309834	0.440586622463	0.464170326082	0.466531409834	0.462708499089	0.0	50	32	1	0.0001	REAL	0.0	32	30	0.587502547528	1	dsf	10	32	2
rip	0.256587824432	0.563877624897	0.808817098277	4.15216039724	0.437903251527	0.435725527524	0.469537468003	0.470317422604	0.468210586524	0.0	50	32	1	0.001	REAL	0.2	32	30	0.256587824432	1	ddsf	10	512	2
repeat2	0.00523537195554	4.55884347184	6.52788240004	10.399439234	0.38937305081	0.020190257097	0.102517616131	0.18761835629	0.245501827843	0.1	50	32	1	0.001	REAL	0.1	16	30	0.00523537195554	1	dsf	25	128	2
English	0.13	0.716845369255	3.17348955218	8.33105922344	1.84989330383	2.02182181255	1.96330627292	1.93103548087	1.90953245919	0.0	300	256	1	0.002	REAL	0.0	32	30	0.13	1	dsf	8	512	2
rrxor	0.0438053835108	-0.418258380458	1.96521111505	2.79519125817	0.900010532748	0.897550460019	0.899436466389	0.902836130704	0.901967689513	0.0	100	32	1	0.001	REAL	0.2	64	30	0.0438053835108	2	dsf	10	128	2
even	0.519513044137	0.00338329636658	0.00913100423489	2.83356171359	0.5048826293	0.634639353318	0.621206693073	0.59714753241	0.58177338959	0.0	100	32	1	0.001	REAL	0.2	64	30	0.519513044137	2	ddsf	14	128	2
rrxor	0.129945910211	1.12023368762	2.37251226367	17.3220785985	0.767783356598	0.797753835537	0.79278992873	0.789585819162	0.786240091686	0.0	100	32	1	0.001	REAL	0.0	32	30	0.129945910211	1	dsf	10	128	2
English	0.282662167134	0.0996016514901	0.718843092954	6.69709178202	2.01194992239	2.4202069938	2.27685898185	2.19912295177	2.15135941423	0.0	100	512	1	0.004	RANDOM_BY_TYPE	0.0	64	30	0.282662167134	4	ddsf	4	512	2
Japanese	0.0477791632981	0.904449839848	4.69858827743	10.7906057814	1.40563005685	1.46555282227	1.44684796771	1.43491819795	1.42775165982	0.0	50	256	1	0.001	REAL	0.1	32	30	0.0477791632981	3	dsf	14	512	2
even	0.154931064216	0.586328323578	0.837052915679	6.17372013316	0.465360270164	0.469964455861	0.472110462771	0.470053517277	0.469962148267	0.0	50	32	1	0.001	REAL	0.1	64	30	0.154931064216	2	ddsf	10	64	2
rrxor	0.410175196215	-4.13453213617e-05	0.00699138882068	0	0.943565640393	0.943633611167	0.943714608927	0.94369453012	0.943672297569	0.2	100	32	1	0.004	REAL	0.0	64	30	0.410175196215	4	ddsf	10	128	2
forget2_0_5b	0.415642761998	1.34944783409e-05	0.00705041168747	0.693176205591	0.568969924591	0.693144933793	0.626605420073	0.604430892982	0.593344225975	0.0	50	32	1	0.001	REAL	0.0	64	30	0.415642761998	2	dsf	5	32	2
repeat	0.0010201099156	8.18785441083	17.0253649291	16.4815077567	0.552910223059	0.500703322647	0.509120215856	0.515413940001	0.519825146125	0.1	50	32	1	0.001	REAL	0.1	32	30	0.0010201099156	1	ddsf	19	128	2
forget2_0_5b	0.0828066920634	0.11122838703	0.712465599885	0.693193435516	0.561989865207	0.581416197099	0.571109017628	0.56762233359	0.565861166149	0.1	100	32	1	0.001	REAL	0.0	64	30	0.0828066920634	1	dsf	10	128	2
English	0.005	1.06865075118	15.0934378497	19.3217979301	1.82435668185	1.84398565266	1.83921688793	1.83514966966	1.83227885795	0.2	200	128	1	0.001	REAL	0.0	16	30	0.005	4	dsf	24	512	2
Japanese	0.406677681529	0.253389103348	0.503607510252	3.68208339536	1.4612208736	1.93415685114	1.7214078597	1.6310083403	1.58184388928	0.0	50	64	1	0.001	REAL	0.1	16	30	0.406677681529	2	ddsf	16	512	2
even	0.738525307067	0.495843772652	0.504369918119	5.23255576179	0.470894010287	0.50025289138	0.495507703491	0.490655705295	0.487417468284	0.0	100	32	1	0.001	REAL	0.0	64	30	0.738525307067	2	ddsf	10	64	2
even	0.274236311082	0.619046563953	0.703413217191	9.88646691968	0.462990927304	0.467126173602	0.466019672604	0.465434918484	0.464881483482	0.1	50	32	1	0.002	REAL	0.0	32	30	0.274236311082	2	ddsf	10	32	2
forget2_0_5b	0.0592621175254	0.124445169564	0.74615963744	0.693250435496	0.561042830666	0.568044198664	0.564329578875	0.563044438816	0.562412962328	0.0	100	32	1	0.0001	REAL	0.1	16	30	0.0592621175254	2	dsf	10	128	2
even	0.642729419312	0.609311073515	0.660705985241	7.08735606513	0.46269327556	0.468234635114	0.46754376645	0.466438154091	0.465969499928	0.2	50	32	1	0.001	REAL	0.0	64	30	0.642729419312	2	dsf	10	512	2
rrxor	0.358490758369	1.09893264102	1.63820688977	17.3248053497	0.768302018934	0.7925023084	0.793448131432	0.792471529158	0.788706071457	0.1	100	32	1	0.001	REAL	0.0	64	30	0.358490758369	1	dsf	20	64	2
PTB	0.102763988461	1.74765959773	11.2613339457	25.7799969621	4.66095613807	5.08982642183	4.99687054464	4.8903138859	4.84989870075	0.0	50	512	1	0.002	REAL	0.1	16	30	0.102763988461	5	dsf	56	512	2
rip	0.154026532217	0.819561938721	1.23812081427	6.67865536504	0.418492278678	0.420909772043	0.424461708695	0.423482360396	0.422811216399	0.0	100	32	1	0.0005	REAL	0.0	16	30	0.154026532217	1	ddsf	10	128	2
English	0.340932261335	0.260894417894	0.765019846598	6.46352276396	1.88331657186	2.35098442527	2.16183125587	2.07320092562	2.02094639586	0.2	50	128	1	0.0005	REAL	0.0	16	30	0.340932261335	7	ddsf	20	512	2
forget2_0_5b	0.143732093355	0.00573008750278	0.314934018289	0.693425277339	0.567414632309	0.689463259467	0.62414807686	0.602357014258	0.591445806588	0.2	50	32	1	0.0005	REAL	0.0	16	30	0.143732093355	1	dsf	9	64	2
rip	0.651156414536	-0.00934295167803	0.0153355574028	2.78067378027	0.474847092451	0.609485877571	0.60960024913	0.592305309005	0.57320361754	0.0	100	32	1	0.002	REAL	0.2	32	30	0.651156414536	1	dsf	10	512	2
rip	0.222439297869	0.752332302321	1.09473822807	5.42302380317	0.423489092843	0.424125363465	0.437290019366	0.435349432353	0.43443047107	0.1	100	32	1	0.002	REAL	0.1	16	30	0.222439297869	1	dsf	10	128	2
rip	0.531219809691	0.475937627351	0.5422418912	3.69995643248	0.442398425779	0.471329233389	0.491923461145	0.490507113251	0.484131910377	0.0	50	32	1	0.001	REAL	0.1	64	30	0.531219809691	1	ddsf	10	64	2
rrxor	0.678560613985	-0.210415201807	0.00905618060094	4.56768913386	0.879619226208	0.943009814926	0.943640462075	0.931127805182	0.921987565971	0.1	50	32	1	0.001	REAL	0.2	32	30	0.678560613985	1	dsf	10	128	2
even	0.359916647431	0.616828038583	0.684189188343	9.88090326498	0.462744318625	0.466749872281	0.466209560134	0.465498532854	0.465024797112	0.0	100	32	1	0.0005	REAL	0.0	32	30	0.359916647431	2	ddsf	10	128	2
rip	0.33355408466	0.651199829125	0.920061802895	4.56795196712	0.430017378755	0.438534367077	0.457304956288	0.454242501312	0.452140182804	0.1	50	32	1	0.004	REAL	0.1	32	30	0.33355408466	0	ddsf	10	128	2
rip	0.784994374451	0.616100171512	0.649956864828	4.56858488426	0.432294281003	0.431507229267	0.456175436443	0.459863298289	0.456988770673	0.2	100	32	1	0.002	REAL	0.0	32	30	0.784994374451	1	dsf	10	512	2
even	0.222071081759	0.625423553131	0.679890759623	9.3914637137	0.461158835844	0.463391592048	0.462737353851	0.462468058414	0.462164405727	0.0	50	32	1	0.004	REAL	0.0	64	30	0.222071081759	1	ddsf	20	128	2
rrxor	0.587937258699	-0.248620423193	0.017580112471	4.58919875962	0.879509419774	0.949068438118	0.949659433237	0.936386220915	0.926484245413	0.0	100	32	1	0.001	REAL	0.1	16	30	0.587937258699	2	dsf	10	512	2
even	0.0846478521797	0.61269362171	0.749238302857	9.40414504893	0.462273450657	0.46563771399	0.46548331557	0.464687076737	0.46433741684	0.0	50	32	1	0.0001	REAL	0.0	16	30	0.0846478521797	3	dsf	10	64	2
even	0.229617131444	0.612846450254	0.727886049451	7.10051714671	0.463396038061	0.469037071981	0.467523673309	0.466927534424	0.466059268421	0.0	100	32	1	0.0005	REAL	0.0	16	30	0.229617131444	2	dsf	10	32	2
English	0.00693583565267	1.0099018415	11.5728764474	19.3922293666	1.83761350186	1.87461172926	1.8650011538	1.85771458538	1.85270984056	0.0	100	128	1	0.002	REAL	0.1	16	30	0.00693583565267	1	ddsf	15	512	2
even	0.934580380264	-0.000145743932532	0.00703919086505	2.82652097202	0.503490605097	0.634133734455	0.619109382613	0.595572011981	0.58029711743	0.2	100	32	1	0.0005	REAL	0.0	16	30	0.934580380264	3	ddsf	10	64	2
English	0.114838894686	0.811692792383	3.14859133561	10.1662796811	1.84068437397	1.96307245246	1.92689867181	1.90352629567	1.88798572312	0.2	300	128	1	0.002	REAL	0.0	32	30	0.114838894686	7	ddsf	17	512	2
rrxor	0.551895495319	-0.0596030074125	0.210150196368	5.41157045508	0.847323727838	0.934872147592	0.935228688033	0.922605446055	0.912919395892	0.0	50	32	1	0.0001	REAL	0.0	16	30	0.551895495319	1	ddsf	10	512	2
PTB	0.044844981624	1.89888685765	15.0692047106	16.3575888986	4.63298012118	4.83754472742	4.8350432184	4.77383218482	4.75229017706	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.044844981624	2	dsf	96	512	2
forget2_0_5b	0.0107363627248	0.12752013433	0.771382113959	0.693174946619	0.562106113304	0.562382533221	0.562253251316	0.562181700111	0.562156845185	0.0	50	32	1	0.001	REAL	0.1	64	30	0.0107363627248	4	dsf	10	64	2
even	0.269995990728	0.622221655797	0.680871917405	9.41236581329	0.462314397388	0.46513288891	0.46484857325	0.464306583815	0.46385704917	0.0	100	32	1	0.0005	REAL	0.0	64	30	0.269995990728	1	dsf	10	32	2
even	0.561508924714	0.00376483166373	0.00890903531666	2.82794464964	0.503691090071	0.634893275793	0.619488246954	0.595752035957	0.580405806021	0.2	100	32	1	0.002	REAL	0.2	32	30	0.561508924714	2	ddsf	20	32	2
even	0.897205194139	0.00141582867517	0.0107434188969	2.82428964049	0.50338693434	0.634752827605	0.619414661058	0.595824748609	0.580115996321	0.0	100	32	1	0.0001	REAL	0.0	16	30	0.897205194139	2	ddsf	10	64	2
forget2_0_5b	0.222525888785	0.00142582466649	0.0317083563603	0.693278471917	0.569821764011	0.692092632356	0.626549764773	0.604720883212	0.593807984402	0.0	100	32	1	0.001	REAL	0.0	16	30	0.222525888785	2	ddsf	10	64	2
Japanese	0.00363697197618	1.05479557724	17.2791345069	26.2430241422	1.3977994209	1.4152262919	1.41080287439	1.40707908381	1.40451192619	0.1	100	512	1	0.001	REAL	0.0	64	30	0.00363697197618	4	dsf	4	512	2
PTB	0.00303085297068	2.60290352531	55.2329621748	30.2659326145	4.57295145062	4.58096660116	4.66931123409	4.63774167899	4.64122982585	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00303085297068	2	ddsf	109	512	2
rrxor	0.444293221746	0.758826659801	1.2317130684	9.46376405793	0.786405815856	0.838554056427	0.832254416105	0.829334217226	0.824254841017	0.0	50	32	1	0.001	REAL	0.0	16	30	0.444293221746	2	ddsf	20	64	2
even	0.77217308165	-0.00839953931769	0.010117646178	2.82984144435	0.504877770237	0.635228966923	0.621875994223	0.597916463015	0.582752688552	0.0	50	32	1	0.001	REAL	0.1	64	30	0.77217308165	1	dsf	10	128	2
repeat	0.0032176575341	8.50838489298	25.0248010304	16.4840516647	0.531711118114	0.521963693266	0.527217001618	0.529497151919	0.531790597401	0.1	50	32	1	0.001	REAL	0.0	64	30	0.0032176575341	1	dsf	12	128	2
rip	0.770007297506	-0.0628880820703	0.0204365717464	2.78180765098	0.478772842323	0.609631277479	0.609661486544	0.593248428519	0.574454106267	0.0	50	32	1	0.001	REAL	0.2	16	30	0.770007297506	2	dsf	10	128	2
rip	0.464671527393	0.541456101897	0.630325233356	4.13567119399	0.437643973866	0.451083158402	0.475293198565	0.475798433851	0.471301498727	0.0	50	32	1	0.0005	REAL	0.1	32	30	0.464671527393	3	dsf	10	512	2
even	0.837354019114	0.00924924778467	0.00907855436072	2.8322447895	0.503953803721	0.635430645512	0.620998187906	0.596971775832	0.581297858398	0.0	100	32	1	0.0001	REAL	0.1	32	30	0.837354019114	2	ddsf	10	32	2
English	0.360175789182	0.199929318855	0.620797195435	6.46061118423	1.88256038503	2.3792003001	2.17807280051	2.08393970001	2.02834336313	0.0	300	128	1	0.004	REAL	0.0	64	30	0.360175789182	20	ddsf	10	512	2
rrxor	0.644592226789	-0.422015013428	0.0126915785703	3.69557891618	0.893397689066	0.94565843096	0.945921597177	0.934640233913	0.927082388961	0.0	50	32	1	0.004	REAL	0.2	16	30	0.644592226789	4	ddsf	27	512	2
rip	0.276184277157	0.802471802004	1.07253110077	6.25156823247	0.419017663647	0.419550621373	0.426327177147	0.42546566418	0.425175669215	0.0	100	32	1	0.001	REAL	0.0	64	30	0.276184277157	1	dsf	10	32	2
English	0.335665307967	0.226578467347	0.623001794497	6.45895929544	1.88447960997	2.37646109719	2.17628976603	2.08246066655	2.02744580641	0.2	50	128	1	0.001	REAL	0.1	32	30	0.335665307967	8	ddsf	21	512	2
English	0.25	0.511044633706	1.61515784264	8.32862509402	1.86524788092	2.1513252739	2.04368411583	1.98964781419	1.95613561478	0.0	50	128	1	0.001	REAL	0.0	64	30	0.25	4	ddsf	16	512	2
forget2_0_5b	0.0428794029947	0.131430749753	0.716505621063	1.25266637667	0.559460589294	0.561238621268	0.560413965364	0.560065638699	0.559886113912	0.2	50	32	1	0.001	REAL	0.1	64	30	0.0428794029947	1	dsf	10	512	2
rip	0.449550942017	0.565521487294	0.64887887373	4.13138487898	0.435778279463	0.441650278739	0.467508979804	0.469220837638	0.465960498481	0.2	50	32	1	0.004	REAL	0.1	16	30	0.449550942017	1	dsf	10	512	2
rrxor	0.577970176321	-0.00122980670237	0.00992464653483	0	0.947642860222	0.947626790834	0.947662410477	0.947645240937	0.947634213423	0.2	50	32	1	0.001	REAL	0.0	16	30	0.577970176321	1	dsf	10	128	2
rip	0.494988943822	0.650175654831	0.70711998941	4.56281181871	0.429615029101	0.421626058559	0.446561667025	0.451396745901	0.449770339283	0.2	100	32	1	0.002	REAL	0.0	32	30	0.494988943822	2	ddsf	10	128	2
English	0.0546415192451	0.868282508294	4.23902112977	12.0277423351	1.84429204476	1.92324704106	1.90095275266	1.88537353641	1.87493634544	0.0	300	64	1	0.0005	REAL	0.0	32	30	0.0546415192451	7	ddsf	16	512	2
forget2_0_5b	0.287312256314	0.000105730448724	0.0122214596952	0.693190234093	0.568207038392	0.692758098375	0.626038159399	0.603792311886	0.592670197618	0.2	50	32	1	0.002	REAL	0.0	64	30	0.287312256314	2	dsf	10	128	2
English	0.325674603979	0.153844353551	0.428870270127	6.4378878651	1.92583275145	2.35628243966	2.17594038509	2.09328847852	2.04529561852	0.0	100	64	1	0.001	GROUND	0.1	32	30	0.325674603979	3	ddsf	17	512	2
English	0.21	0.463090140517	1.526298323	6.46726307907	1.87395953257	2.1751742829	2.0608090339	2.00289545631	1.9678601418	0.0	50	128	1	0.002	REAL	0.2	32	30	0.21	5	ddsf	22	512	2
PTB	0.0320494732658	2.13780474699	17.5684674403	30.3953773234	4.63019883372	4.78356382105	4.80123443847	4.74395088709	4.731121845	0.2	100	256	1	0.001	REAL	0.0	32	30	0.0320494732658	2	dsf	94	512	2
even	0.617508016711	0.00178132310901	0.0156389943845	2.838712582	0.505488232102	0.635832663758	0.622332931349	0.59805804764	0.582882744521	0.0	100	32	1	0.001	REAL	0.2	16	30	0.617508016711	1	dsf	10	64	2
repeat	0.00353376604576	15.9352717906	18.7223204405	16.4855601004	0.0366858873176	0.0117654514054	0.0162935857054	0.0234139189556	0.0286351209992	0.2	50	128	1	0.004	REAL	0.0	64	30	0.00353376604576	1	dsf	70	512	2
forget2_0_5b	0.4162008033	0.0009285759368	0.0136182081531	0.693327127995	0.569235201507	0.693424649455	0.626932676163	0.604749380916	0.59364838897	0.1	100	32	1	0.001	REAL	0.0	16	30	0.4162008033	4	ddsf	10	128	2
rrxor	0.559312254807	-0.151082865471	0.0234384510405	5.43730583878	0.8573636744	0.947935818018	0.948300728118	0.934665305466	0.924569284697	0.0	100	32	1	0.001	REAL	0.0	16	30	0.559312254807	1	dsf	10	128	2
rrxor	0.633159693752	0.00774618724618	0.00746860522455	16.0682960822	0.944582539594	0.946948579136	0.945905900522	0.945418881746	0.945165763894	0.2	50	32	1	0.0005	REAL	0.0	16	30	0.633159693752	1	ddsf	10	32	2
