Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers
English	0.26	0.469210911639	1.39674543095	6.46179021184	1.86527897098	2.19872298376	2.07257515152	2.00908841519	1.97018697816	0.0	300	128	1	0.001	REAL	0.0	64	30	0.26	1	ddsf	10	512	2
PTB	0.0325774616501	1.63304934291	18.3153614498	16.3852885169	4.66959329257	4.8608366599	4.86145105955	4.80171552254	4.7825747174	0.0	100	256	1	0.001	REAL	0.0	32	30	0.0325774616501	0	dsf	87	512	2
PTB	0.120560643022	1.37967488295	7.45880468409	16.4045011681	4.70377616427	5.09226648853	5.00814447414	4.91065533669	4.8741431553	0.2	100	256	1	5e-05	REAL	0.0	32	30	0.120560643022	2	ddsf	169	512	2
PTB	0.00134142113271	2.65115927286	67.2924419994	34.7749875802	4.56986540987	4.6116846485	4.67413473554	4.63591860091	4.63246280996	0.0	300	256	1	0.001	REAL	0.2	64	30	0.00134142113271	3	ddsf	121	512	2
even	0.326184634424	0.490148702575	0.649441108814	4.76496247639	0.471643837944	0.490567601186	0.494006910738	0.48855234495	0.486593784104	0.1	50	32	1	0.001	REAL	0.1	16	30	0.326184634424	2	dsf	10	512	2
rip	0.563709300344	0.619299741054	0.774249367731	4.56019082939	0.43144729049	0.446493005603	0.458913464255	0.460329796758	0.456267457721	0.1	100	32	1	0.001	REAL	0.0	16	30	0.563709300344	1	dsf	20	64	2
rrxor	0.214417673517	1.10961109671	2.0587439952	17.2710553587	0.765434487743	0.791841975941	0.78965306271	0.788803324138	0.785458943938	0.0	50	32	1	0.001	REAL	0.0	32	30	0.214417673517	2	dsf	20	32	2
English	0.434527765791	-0.0342575212478	0.143262788586	4.50330695755	1.93497750836	2.48985053872	2.24993322552	2.14422659914	2.08363859652	0.0	300	512	1	0.001	GROUND	0.0	64	30	0.434527765791	5	dsf	4	512	2
rrxor	0.246186929027	-0.27743023232	0.22545016464	4.56832083089	0.864738084907	0.941217547552	0.937159165948	0.926689428717	0.91814756465	0.0	50	32	1	0.001	REAL	0.1	16	30	0.246186929027	2	dsf	20	128	2
PTB	0.220230026977	1.08152135019	5.16385458566	16.3618683623	4.68988955211	5.30664296839	5.13421205457	4.99388226985	4.93045954203	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.220230026977	2	dsf	95	512	2
even	0.417926456521	0.0193687502114	0.0200735233657	2.84205186819	0.504491232964	0.634937000257	0.620273508279	0.596577861542	0.580938824054	0.0	100	32	1	0.002	REAL	0.2	32	30	0.417926456521	1	dsf	20	32	2
rip	0.66166204393	0.454411782978	0.526278864292	3.68312222267	0.442248520456	0.479627369873	0.494495643316	0.493160664422	0.485511015509	0.1	100	32	1	0.001	REAL	0.0	16	30	0.66166204393	2	dsf	10	32	2
even	0.298023333756	0.611208216491	0.708874351504	7.08830932282	0.462647021563	0.467953930268	0.467323608178	0.46621336252	0.465569791819	0.0	100	32	1	0.001	REAL	0.0	64	30	0.298023333756	1	dsf	10	32	2
even	0.58413313192	0.491497606608	0.586463906777	4.75886390743	0.47084050685	0.503727825907	0.497431723287	0.491956890486	0.487846448324	0.0	50	32	1	0.001	REAL	0.0	16	30	0.58413313192	2	dsf	10	64	2
rip	0.591806532927	0.0143777528079	0.0294321467873	2.78439114783	0.473955257452	0.606691607148	0.606498188349	0.590158785908	0.571047025882	0.0	100	32	1	0.001	REAL	0.2	16	30	0.591806532927	2	ddsf	10	64	2
forget2_0_5b	0.240968333616	0.00224425496054	0.0144379426667	0.693311918412	0.567962945411	0.691049292975	0.625137053603	0.603144394355	0.592148667101	0.0	100	32	1	0.001	REAL	0.0	16	30	0.240968333616	1	dsf	10	32	2
rrxor	0.276101835155	1.10249267193	1.81409108639	11.8397087961	0.766897071626	0.787941462254	0.788148799074	0.788169395852	0.785520589746	0.0	100	32	1	0.001	REAL	0.0	64	30	0.276101835155	5	ddsf	10	32	2
even	0.29643427849	0.623163663607	0.676107021514	10.3309718658	0.462053659389	0.464105446734	0.463694820365	0.463428922918	0.463122128949	0.2	100	32	1	0.001	REAL	0.0	16	30	0.29643427849	1	dsf	20	512	2
even	0.186583905928	0.618371932116	0.737905364946	9.41887296546	0.46276193375	0.466358343285	0.465819717546	0.465146276759	0.464768006775	0.0	100	32	1	0.0001	REAL	0.0	16	30	0.186583905928	1	dsf	10	32	2
rrxor	0.254747311655	-0.171703099322	0.025107095926	2.78389513561	0.89569843776	0.94173289361	0.942338745852	0.928808354979	0.919393184963	0.0	50	32	1	0.004	REAL	0.2	64	30	0.254747311655	1	ddsf	10	64	2
rip	0.0475578289413	0.848156754401	1.41981733151	9.18588034343	0.416538007339	0.418773474146	0.418986310446	0.418630077899	0.41826493179	0.2	50	32	1	0.0001	REAL	0.0	16	30	0.0475578289413	1	dsf	10	128	2
rrxor	0.245764555157	-0.188116413094	0.0173705519823	4.58706399981	0.872425529736	0.949838723217	0.949467589611	0.9362383279	0.925962797564	0.1	100	32	1	0.002	REAL	0.1	16	30	0.245764555157	1	dsf	10	32	2
rip	0.6241951226	0.554116070435	0.598653600593	4.13589716042	0.436624930274	0.450491047231	0.471614601319	0.473050778558	0.468364106414	0.1	50	32	1	0.001	REAL	0.0	16	30	0.6241951226	2	dsf	10	32	2
English	0.0176922657632	0.954453158456	7.47817359702	13.8825039025	1.84229552183	1.88720802186	1.87476803744	1.86602656433	1.86002063533	0.2	100	128	1	0.001	REAL	0.2	32	30	0.0176922657632	1	ddsf	16	512	2
rrxor	0.0402400723965	0.285450208072	1.23213161177	9.86445272503	0.87020682969	0.892060010744	0.891739187776	0.891354265403	0.887596972768	0.0	100	32	1	0.0005	REAL	0.2	32	30	0.0402400723965	2	ddsf	10	128	2
rip	0.10062811166	0.830096521162	1.55096958385	8.78738143062	0.418107993846	0.420262198459	0.42259192296	0.421918928203	0.421416250442	0.2	50	32	1	0.0001	REAL	0.1	32	30	0.10062811166	2	ddsf	10	32	2
English	0.361879836007	0.0144263197482	0.253405925115	6.46715115268	1.90160700265	2.53925501408	2.2680962819	2.14622341011	2.07653989075	0.0	50	256	1	0.001	REAL	0.2	64	30	0.361879836007	0	ddsf	14	512	2
English	0.07	0.897972553745	4.10690212313	11.9983932654	1.83406823982	1.91706901765	1.89407968855	1.87857573397	1.86789700554	0.1	100	128	1	0.001	REAL	0.1	64	30	0.07	3	dsf	25	512	2
PTB	0.207354908364	1.10150421062	6.70633785541	16.3331672713	4.64713971866	5.35752493028	5.15868562851	5.00626229267	4.92869051817	0.0	200	512	1	0.0001	REAL	0.0	32	30	0.207354908364	2	dsf	47	512	2
rrxor	0.693161753438	-0.223508346731	0.0081002502828	4.55859309161	0.863103485448	0.945217068081	0.945312145013	0.931611788696	0.921349453143	0.0	100	32	1	0.001	REAL	0.1	64	30	0.693161753438	1	ddsf	10	512	2
even	0.270594672565	0.613357065354	0.738726921675	9.42920819627	0.46333288142	0.469654408136	0.468551586959	0.467167525635	0.466464477403	0.0	100	32	1	0.001	REAL	0.0	32	30	0.270594672565	1	dsf	6	512	2
rip	0.247825135589	0.829273698184	1.11149189634	9.61975894049	0.41789874897	0.419676335804	0.4222998001	0.421880038396	0.421418768582	0.0	50	32	1	0.001	REAL	0.0	32	30	0.247825135589	1	ddsf	20	32	2
rrxor	0.66188227958	-0.0015540463107	0.00315983077654	0	0.945330429382	0.945253631071	0.945262525995	0.945239726456	0.945233539029	0.2	100	32	1	0.001	REAL	0.0	64	30	0.66188227958	1	dsf	10	64	2
PTB	0.0769101668921	1.71193347944	10.3680423123	16.3074353163	4.64526879891	4.97854140437	4.91928518618	4.82596899348	4.79602742938	0.1	100	256	1	0.0001	REAL	0.1	32	30	0.0769101668921	3	ddsf	102	512	2
PTB	0.0262418705287	1.93822861385	19.2017363568	16.2747005994	4.61501801662	4.80700558434	4.8061215257	4.73985237027	4.72373084001	0.0	300	256	1	0.001	REAL	0.2	32	30	0.0262418705287	2	dsf	80	512	2
rip	0.621431800371	0.546967708574	0.597213481208	4.13767616177	0.437268072388	0.453803167919	0.473687931963	0.475311994293	0.470384998989	0.2	50	32	1	0.0001	REAL	0.0	16	30	0.621431800371	2	dsf	10	32	2
English	0.03	0.938162164241	5.44134213829	13.8809550612	1.84385203083	1.90359816273	1.88632215533	1.87453061232	1.86665368544	0.1	300	64	1	0.001	REAL	0.1	64	30	0.03	2	dsf	14	512	2
even	0.863184935374	0.00295215780893	0.00873232780742	2.83018189694	0.504166550954	0.63561951051	0.621124139683	0.59710542063	0.581414696194	0.1	50	32	1	0.001	REAL	0.2	64	30	0.863184935374	1	dsf	10	128	2
rrxor	0.47182212362	-0.000418717745038	0.0133495981983	0	0.945621818755	0.945625740374	0.945618399369	0.945600599973	0.945597513425	0.2	100	32	1	0.004	REAL	0.2	32	30	0.47182212362	2	dsf	6	64	2
rip	0.24544876222	0.80079133595	1.16113150276	6.26272509779	0.419994466283	0.425325737978	0.428818815145	0.427539973073	0.426676352086	0.2	50	32	1	0.002	REAL	0.1	16	30	0.24544876222	2	ddsf	10	512	2
rrxor	0.750868163163	-0.0331458052107	0.0106386404506	5.42675648292	0.846780995115	0.946969939245	0.946901252563	0.933239874871	0.923096828426	0.1	100	32	1	0.001	REAL	0.0	64	30	0.750868163163	2	dsf	10	32	2
rrxor	0.222065694689	-0.215190378741	0.0206824008601	4.58614250127	0.881295158117	0.945499876647	0.945760535358	0.932908256607	0.923470006695	0.0	100	32	1	0.001	REAL	0.1	32	30	0.222065694689	5	dsf	10	128	2
rip	0.181957613199	0.822871249893	1.19772733162	6.67272156963	0.417846054805	0.420807696305	0.422730968591	0.422263686207	0.421664254468	0.0	100	32	1	0.0005	REAL	0.0	32	30	0.181957613199	1	ddsf	10	32	2
English	0.0242796170857	0.974409103873	8.08671200307	13.8539976047	1.83316761508	1.88179975224	1.86954308857	1.86046288455	1.85412192874	0.0	200	256	1	0.0005	REAL	0.0	64	30	0.0242796170857	3	dsf	7	512	2
PTB	0.0825600568058	1.76251882471	10.5196298052	16.337996759	4.63170322427	4.93491881643	4.8867664153	4.80435336289	4.77773540369	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0825600568058	2	ddsf	107	512	2
forget2_0_5b	0.192880144099	0.00905246903497	0.0711463715752	0.693149835911	0.56952617202	0.680082759071	0.620877776719	0.601118015902	0.59124273795	0.0	50	32	1	0.001	REAL	0.2	32	30	0.192880144099	2	ddsf	10	64	2
English	0.02	1.00586219636	10.3469754575	15.6768385071	1.82871578648	1.87676337668	1.86608158637	1.8563021648	1.84927965663	0.1	300	512	1	0.0005	REAL	0.0	32	30	0.02	4	dsf	6	512	2
rip	0.509931820823	0.513870712178	0.602210972091	4.13426401628	0.439247607077	0.455788010941	0.47978198021	0.480595741202	0.475510355857	0.0	50	32	1	0.001	REAL	0.1	32	30	0.509931820823	2	dsf	10	512	2
rrxor	0.770438594435	-0.0866137511334	0.0100175937017	5.40071191655	0.842371197054	0.944170114437	0.944121765298	0.929747271757	0.919069424074	0.0	100	32	1	0.002	REAL	0.0	64	30	0.770438594435	1	ddsf	10	32	2
forget2_0_5b	0.378257661632	-0.00332421341985	0.0112277713918	0.693189564859	0.569845977748	0.693277857857	0.627077680736	0.605033305956	0.594032423017	0.0	50	32	1	0.004	REAL	0.1	16	30	0.378257661632	1	ddsf	10	64	2
English	0.253441234709	0.51528179614	1.59266671689	8.32678116279	1.86324254677	2.15562225767	2.04734595836	1.99140140886	1.95669174829	0.0	100	128	1	0.0005	REAL	0.0	64	30	0.253441234709	3	dsf	13	512	2
rip	0.200374156571	0.828873621089	1.16576121238	8.78230213557	0.417845915859	0.419767901888	0.42290389852	0.421898290213	0.42143494415	0.1	100	32	1	0.004	REAL	0.0	16	30	0.200374156571	1	dsf	10	64	2
forget2_0_5b	0.231212546777	-0.000472125515614	0.0119581357236	0.693286486514	0.569616016772	0.692839347155	0.626821152921	0.604826922846	0.593824730512	0.1	100	32	1	0.0001	REAL	0.1	64	30	0.231212546777	1	ddsf	10	128	2
rip	0.425127978293	0.588323222067	0.69301588446	4.12848470182	0.433831372874	0.434632052993	0.463675454461	0.464208630643	0.461604959078	0.0	100	32	1	0.0001	REAL	0.1	64	30	0.425127978293	1	dsf	20	32	2
rrxor	0.623544597748	-0.284991124041	0.0111071833312	4.55686213496	0.868040549364	0.943632387617	0.944577255689	0.9308880285	0.921000432268	0.0	50	32	1	0.004	REAL	0.1	32	30	0.623544597748	2	dsf	10	64	2
rip	0.794276663451	0.481803870989	0.361645391633	3.6972604005	0.441548748918	0.469558975519	0.489907134622	0.489031255967	0.482359151196	0.0	100	32	1	0.004	REAL	0.0	32	30	0.794276663451	2	dsf	10	512	2
forget2_0_5b	0.105144312871	0.100638672102	0.616305819967	0.693146202823	0.562981810167	0.59229676393	0.576616290275	0.571367747856	0.568746431821	0.0	100	32	1	0.001	REAL	0.0	64	30	0.105144312871	2	dsf	10	32	2
English	0.11	0.734566337307	3.05567428144	10.1800050536	1.85038902559	2.01924088739	1.96129999444	1.92949377864	1.908855331	0.1	100	256	1	0.001	REAL	0.2	32	30	0.11	1	dsf	16	512	2
English	0.317157411728	0.237593830918	0.988650797526	6.46105313576	1.88156172918	2.34878971511	2.16039984212	2.07192248777	2.01970597257	0.0	200	256	1	0.004	REAL	0.0	32	30	0.317157411728	2	dsf	9	512	2
rip	0.54942770214	0.0873693352596	0.080579437077	2.77345425905	0.467531425952	0.586327242311	0.588085091244	0.573115162079	0.555817414409	0.2	50	32	1	0.002	REAL	0.2	64	30	0.54942770214	2	dsf	10	32	2
rrxor	0.639013668714	-0.368022401584	0.00866290376737	2.80674031557	0.901984016667	0.948400957227	0.94853223066	0.935504686276	0.926323161957	0.1	50	32	1	0.0001	REAL	0.2	32	30	0.639013668714	0	ddsf	10	128	2
forget2_0_5	0.268645317663	-0.000792726416441	0.0164831837069	1.38653673203	0.578693683289	0.692563682148	0.692785966124	0.648874502864	0.627002070969	0.0	50	32	1	0.001	REAL	0.0	32	30	0.268645317663	0	dsf	4	512	2
even	0.163191219124	0.620350944004	0.735849605938	9.88279480406	0.462840687155	0.466075767613	0.465118868024	0.464609503212	0.464210549476	0.2	50	32	1	0.001	REAL	0.0	64	30	0.163191219124	1	ddsf	10	32	2
even	0.199674050897	0.563504477472	0.797323876055	6.16294668536	0.465998554761	0.472214044226	0.475344494727	0.473045967493	0.472733111883	0.1	100	32	1	0.001	REAL	0.1	16	30	0.199674050897	1	dsf	10	64	2
even	0.841501203796	0.0334623494858	0.0216195288373	2.82619661172	0.501374942893	0.626565516804	0.611812753909	0.589237262674	0.574183189235	0.0	50	32	1	0.001	REAL	0.0	64	30	0.841501203796	1	ddsf	10	128	2
rrxor	0.442562238268	1.09829678108	1.51724765618	17.2233230469	0.763599488172	0.788923747793	0.78693906001	0.78592957248	0.783005751589	0.1	100	32	1	0.002	REAL	0.0	64	30	0.442562238268	2	ddsf	20	128	2
rrxor	0.273332475432	-0.158639016986	0.0370316597308	4.58219352105	0.869784157238	0.944675238218	0.944708296046	0.931783200534	0.922894864291	0.0	50	32	1	0.004	REAL	0.1	64	30	0.273332475432	2	ddsf	10	128	2
English	0.316590835825	0.362889845406	1.04642400106	6.45987186742	1.87150891287	2.25866166567	2.10802655131	2.03526778687	1.99080279529	0.1	50	128	1	0.002	REAL	0.0	32	30	0.316590835825	3	dsf	24	512	2
rrxor	0.123572557227	0.832328533198	2.18597586789	10.3101389446	0.788140328917	0.822507657725	0.817052849572	0.812515822027	0.80845183765	0.0	50	32	1	0.004	REAL	0.0	16	30	0.123572557227	2	ddsf	10	32	2
Japanese	0.131681874384	0.635657781804	2.32231932498	6.58330628705	1.43195507363	1.60393688715	1.54139493961	1.50650406074	1.48603027062	0.0	50	512	1	0.0001	REAL	0.2	32	30	0.131681874384	3	dsf	11	512	2
rip	0.221132025411	0.733034245253	1.24297665985	5.42476302346	0.424999120674	0.434324940307	0.443163134379	0.441225051765	0.439385724273	0.1	50	32	1	0.002	REAL	0.2	64	30	0.221132025411	1	ddsf	10	32	2
English	0.189363682889	0.576703251729	2.31626919683	8.32611679635	1.85991275012	2.11254937639	2.0192336636	1.97055040293	1.94029543292	0.1	50	512	1	0.001	REAL	0.1	64	30	0.189363682889	9	dsf	9	512	2
even	0.372848875243	0.61849346717	0.678922214177	9.86375227981	0.461858751792	0.4656546481	0.464748851129	0.464271804719	0.463809304426	0.0	100	32	1	0.002	REAL	0.0	64	30	0.372848875243	2	dsf	10	32	2
PTB	0.126657251961	1.37657901306	7.6540163547	16.2423152615	4.59190195213	5.15199208192	5.00490547808	4.86915400416	4.81094378233	0.2	300	256	1	0.002	REAL	0.0	32	30	0.126657251961	0	dsf	91	512	2
even	0.556541194111	0.583510172729	0.655322082179	6.17568755046	0.465735656852	0.477302804676	0.475224742424	0.473466287071	0.471883306671	0.0	50	32	1	0.001	REAL	0.0	32	30	0.556541194111	2	dsf	10	128	2
English	0.31	0.136682593266	0.604532956441	6.46237025004	1.88942710116	2.4303993548	2.20713516093	2.10455018294	2.04448930376	0.0	200	128	1	0.002	REAL	0.0	16	30	0.31	2	dsf	16	512	2
rrxor	0.484898913858	-0.294044468025	0.0152342981699	4.56969486157	0.876624052616	0.947532234751	0.948192306225	0.934580191678	0.924545610051	0.0	50	32	1	0.001	REAL	0.1	16	30	0.484898913858	2	ddsf	10	128	2
PTB	0.0385001963993	2.21735431514	17.4886984192	16.2395156239	4.55466813002	4.7890793492	4.77093989243	4.70109008563	4.68144002167	0.1	200	256	1	0.001	REAL	0.1	32	30	0.0385001963993	3	dsf	112	512	2
English	0.09	0.803289168204	3.27084644779	10.1856767779	1.85060521286	1.96147850413	1.92696841233	1.90523727234	1.89110990118	0.0	300	64	1	0.002	REAL	0.0	32	30	0.09	2	ddsf	15	512	2
rrxor	0.114152725949	0.000795189783393	0.0142547977658	0	0.944281386876	0.944452388631	0.944407631966	0.944385135712	0.944354475716	0.1	50	32	1	0.001	REAL	0.2	32	30	0.114152725949	2	dsf	10	512	2
rrxor	0.44923279762	0.0847364099996	0.201461458618	6.27405542662	0.837564643171	0.914461214737	0.906720820042	0.899878077398	0.89245972806	0.0	50	32	1	0.001	REAL	0.0	32	30	0.44923279762	1	dsf	10	128	2
forget2_0_5b	0.557686119636	-0.000151559189391	0.0051598622918	0.693147590385	0.569592314446	0.693270127079	0.627015700154	0.604930568242	0.593889515966	0.1	100	32	1	0.001	REAL	0.0	32	30	0.557686119636	0	ddsf	10	64	2
even	0.528165683923	0.592859475646	0.656362123167	6.62687424587	0.464032417082	0.472794685626	0.471396004532	0.470007001736	0.469056535575	0.2	50	32	1	0.001	REAL	0.0	64	30	0.528165683923	1	dsf	10	32	2
rip	0.384294733243	0.772824047799	1.02838033428	5.83455062972	0.42120112054	0.426364762873	0.431402099952	0.431902650135	0.430427301659	0.1	50	32	1	0.001	REAL	0.0	32	30	0.384294733243	1	ddsf	10	32	2
even	0.0348618640953	0.629812159157	0.768573433199	9.86102636833	0.461433864947	0.462496306791	0.462291191674	0.462181741361	0.462055833224	0.0	50	32	1	0.002	REAL	0.0	64	30	0.0348618640953	1	dsf	10	64	2
rip	0.787464547495	0.0887079197954	0.113976606105	2.77381035488	0.467377837314	0.583372207306	0.586218412636	0.572525424084	0.555317556821	0.0	50	32	1	0.004	REAL	0.0	16	30	0.787464547495	2	dsf	10	32	2
rrxor	0.663645196898	-0.262020638937	0.0138425153482	4.58065636831	0.87569792607	0.94783641802	0.948993624035	0.936024761724	0.926224016421	0.0	50	32	1	0.002	REAL	0.1	32	30	0.663645196898	1	dsf	10	512	2
rrxor	0.74742457893	-0.560493378181	0.00760356298072	2.79061163222	0.891844180191	0.942784315231	0.943244459498	0.931893407969	0.923556061814	0.0	50	32	1	0.001	REAL	0.2	64	30	0.74742457893	2	dsf	10	512	2
rrxor	0.284490166469	0.728531388543	1.06399470419	9.57535825773	0.798847075701	0.834264380484	0.834167339134	0.834411517764	0.829937583052	0.0	100	32	1	0.001	REAL	0.0	32	30	0.284490166469	2	ddsf	10	128	2
English	0.341754869424	0.083113289689	0.220024782181	6.46386788342	1.90256181731	2.50244816219	2.24613836082	2.13146487897	2.0658692624	0.0	200	64	1	0.001	REAL	0.1	32	30	0.341754869424	4	dsf	15	512	2
repeat	0.00268427	12.5358612133	18.8275179409	16.4815285127	0.263044486631	0.163060943384	0.2246210094	0.260304807142	0.274284997909	0.2	50	128	1	0.001	REAL	0.1	16	30	0.00268427	1	ddsf	70	512	2
even	0.851518883407	0.00831585644927	0.00867485091872	2.82697419009	0.503103336586	0.633038981599	0.617614693256	0.59424294457	0.578816532653	0.2	100	32	1	0.001	REAL	0.0	64	30	0.851518883407	2	ddsf	10	32	2
rip	0.658611665505	0.644052298833	0.69107869672	4.56171449606	0.429938561254	0.420321084303	0.447886532869	0.452267494644	0.450641814719	0.2	100	32	1	0.004	REAL	0.0	64	30	0.658611665505	2	ddsf	10	512	2
English	0.351830458852	0.0766581577212	0.439307800293	6.46220322297	1.8963160268	2.487359734	2.24038235662	2.12817973615	2.06288453482	0.0	300	512	1	0.001	REAL	0.0	64	30	0.351830458852	15	ddsf	5	512	2
English	0.0142326457528	0.876260829423	8.42215445454	20.6079810192	1.97177090722	2.01435854115	2.0026860704	1.99485003738	1.98962215078	0.0	100	64	1	0.001	RANDOM_BY_TYPE	0.0	32	30	0.0142326457528	3	dsf	14	512	2
PTB	0.154999401047	1.4698881609	7.10220995816	16.3243985052	4.64144945484	5.14015700335	5.01462289819	4.89129068586	4.84219946387	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.154999401047	2	ddsf	112	512	2
even	0.900599884866	0.0021818246312	0.00803976735904	2.82156864729	0.502953203935	0.633822953706	0.618011694517	0.594492063443	0.578869394672	0.1	50	32	1	0.001	REAL	0.0	64	30	0.900599884866	2	dsf	10	64	2
rip	0.577382658214	0.637349170272	0.696759810368	4.56778019518	0.430989062099	0.423512988577	0.450519118855	0.455266079251	0.452925735581	0.1	100	32	1	0.001	REAL	0.0	16	30	0.577382658214	2	dsf	10	512	2
English	0.0836347454984	0.749045122313	4.14492821121	10.1878876	1.85019353853	1.99268953036	1.94504855548	1.91769072491	1.89982233038	0.0	300	512	1	0.0005	REAL	0.2	32	30	0.0836347454984	9	dsf	9	512	2
even	0.434632587813	0.00505900375662	0.0184040416447	2.83268593886	0.505396353055	0.635720945768	0.621501114206	0.597448738971	0.581876043	0.2	50	32	1	0.004	REAL	0.2	16	30	0.434632587813	1	dsf	10	512	2
English	0.145627256489	0.731684005889	2.58144283994	8.32171712413	1.84666697102	2.01019599196	1.95647228991	1.92541063766	1.90475232417	0.0	300	128	1	0.001	REAL	0.1	64	30	0.145627256489	3	ddsf	16	512	2
rrxor	0.611735529147	-0.146214898317	0.00663838459754	4.57772633598	0.873754379414	0.946821842461	0.946772424389	0.933199254774	0.923361670124	0.1	100	32	1	0.001	REAL	0.2	64	30	0.611735529147	2	dsf	10	64	2
rip	0.865015879469	0.0337984787119	0.0364643871861	2.77667781096	0.471067766788	0.601420640071	0.601864638887	0.585141103509	0.5663301113	0.0	100	32	1	0.002	REAL	0.0	32	30	0.865015879469	2	ddsf	10	64	2
English	0.005	1.01469486596	17.4628027064	17.5270284607	1.83211059296	1.85081785393	1.8471615504	1.84305843149	1.84023536677	0.0	50	256	1	0.002	REAL	0.0	64	30	0.005	1	ddsf	9	512	2
rrxor	0.493416684129	-0.233337211269	0.0141069783614	2.80667149775	0.900337393084	0.948707721039	0.949016342513	0.936641372789	0.927513078545	0.0	50	32	1	0.001	REAL	0.2	16	30	0.493416684129	2	dsf	10	512	2
rrxor	0.189429133052	-0.120897192848	0.0171327358367	4.60627868575	0.892001610444	0.948760927744	0.951938453127	0.937804208696	0.927759621515	0.0	100	32	1	0.001	REAL	0.2	16	30	0.189429133052	2	dsf	10	512	2
PTB	0.018010860664	1.78464580056	25.1416346277	16.2945512324	4.64286109407	4.83363594922	4.829548185	4.76336842727	4.7447427891	0.0	200	256	1	0.001	REAL	0.2	32	30	0.018010860664	0	dsf	85	512	2
rrxor	0.905947438136	-0.287651693033	0.00628331046187	4.59909216546	0.885770928152	0.95055632108	0.950993505647	0.937452454292	0.927750415474	0.1	100	32	1	0.001	REAL	0.2	64	30	0.905947438136	5	dsf	10	128	2
PTB	0.00721942873714	1.75446241281	14.1013970742	39.0441635383	5.33202743326	5.40138691606	5.42604091547	5.38955452672	5.38904048345	0.0	50	256	1	0.0001	REAL	0.0	16	30	0.00721942873714	1	dsf	8	512	2
rrxor	0.565148349694	0.153551684861	0.126164208258	6.28900864326	0.839019376299	0.926499950062	0.920749500089	0.910928568107	0.90204482253	0.2	100	32	1	0.001	REAL	0.0	64	30	0.565148349694	1	dsf	10	512	2
rip	0.751527543649	-0.00500413543388	0.0169659176801	2.78382397753	0.474941472321	0.610996015575	0.610884385519	0.593266737233	0.573631913632	0.0	50	32	1	0.002	REAL	0.2	32	30	0.751527543649	2	dsf	10	512	2
forget2_0_5b	0.111253826211	0.100102776208	0.571885228844	0.693132983208	0.561952195005	0.591890123596	0.575940053426	0.570565017772	0.567874248318	0.2	100	32	1	0.0005	REAL	0.0	32	30	0.111253826211	2	ddsf	10	64	2
forget2_0_5b	0.109175041357	0.0869804327132	0.619283739339	0.693159540555	0.563609991009	0.605655268985	0.583205703409	0.575684824436	0.571915017443	0.1	50	32	1	0.004	REAL	0.0	64	30	0.109175041357	1	dsf	10	64	2
even	0.808769288987	0.304967392402	0.184135800936	3.81542319211	0.484331817283	0.556257362464	0.545466402496	0.53315056954	0.524519192257	0.0	50	32	1	0.0005	REAL	0.0	32	30	0.808769288987	1	dsf	10	512	2
even	0.803564158815	0.000151433893712	0.0129438958843	2.83303644848	0.504609353726	0.636592557043	0.621937345782	0.597884586001	0.58186709842	0.1	100	32	1	0.002	REAL	0.1	16	30	0.803564158815	1	dsf	10	64	2
English	0.0587023732511	0.842874890789	4.06673607842	10.188160968	1.84917795439	1.93354852485	1.90864794617	1.89211944046	1.8809953919	0.0	100	64	1	0.0001	REAL	0.0	16	30	0.0587023732511	1	ddsf	23	512	2
rip	0.73033852071	-9.0450637529e-05	0.00797206560262	2.77286342191	0.473267881555	0.609182496878	0.60878434494	0.591529614097	0.571786073688	0.2	50	32	1	0.001	REAL	0.2	64	30	0.73033852071	3	ddsf	10	64	2
even	0.176572822616	0.622754457264	0.68671966389	9.88286486645	0.46275447507	0.464759223763	0.464344101231	0.464238322124	0.463929766863	0.0	100	32	1	0.001	REAL	0.0	64	30	0.176572822616	3	dsf	10	512	2
even	0.204544726847	0.62357262534	0.72299141516	9.413040205	0.462297311764	0.46553639072	0.464749909456	0.464203108195	0.463751975798	0.0	100	32	1	0.0001	REAL	0.0	16	30	0.204544726847	1	ddsf	10	512	2
rrxor	0.693524846674	-0.452077222646	0.0184109071328	4.55419954292	0.873082666546	0.944427503188	0.945048034369	0.931323752702	0.921728083478	0.0	50	32	1	0.001	REAL	0.0	16	30	0.693524846674	1	ddsf	10	32	2
even	0.0562537800372	0.629475341992	0.995021650832	9.88060395577	0.462367396018	0.464121719584	0.463619407333	0.463469871164	0.463234877094	0.2	100	32	1	0.001	REAL	0.1	16	30	0.0562537800372	3	dsf	10	512	2
rrxor	0.807416841382	-0.28268870164	0.013261912256	4.58534537206	0.880934582888	0.948319124366	0.948517075065	0.935521587981	0.925850535525	0.0	50	32	1	0.001	REAL	0.1	16	30	0.807416841382	1	ddsf	10	512	2
English	0.107029801923	0.783060422048	3.17392686462	10.1715661092	1.84469877672	2.00095121846	1.94943660109	1.91965192824	1.90015696958	0.1	200	256	1	0.0005	REAL	0.2	32	30	0.107029801923	10	dsf	18	512	2
